Text	Class
I abandon to watch Bollywood movies since a year ago	NOT
😂😂😁😁gd	NOT
best video ever	NOT
"I really likes this movie that he made passion and love for relationship
❤️❤️❤️♥️"	NOT
"Kabir singh ending was very powerful.. really kabir singh didnt judged preethi
even though she was pregent.. that was true love. Really..it was kinda
emotional scene."	NOT
"<https://www.youtube.com/channel/UCYikfisk_p0Nug3WrVQ7v7A>. Plzz Plzz
subscribe .... asha kori kharap lagbena... and cinebap.. gd job.. grt fan of
yours..."	NOT
Like your video .nice	NOT
"Bhai tere naam was best film above kabir singh and arjun reddy. Because in the
end tere naam showed the consequences, what happened to radhe. Not like
these., Arjun Reddy and Kabir Singh os is temporary, but Radhe is permanent. 🔥"	NOT
Do you wear this T-Shirt in public? If yes, then hats 🎩 off to you bro...	NOT
"feminists talk about rights all the time it would be awesome feminists as well
as non feminist also talk about responsibilities"	OFF
Good job boss	NOT
100% agree👍	NOT
Sensless debate👏	NOT
Whole video is good..	NOT
"Nothing is true about your statement....all the thing you have said about
feminism is not real...those are called fake feminism.first understand the
difference between them.This film promotes drug,smoking and alcohol.. how can
it be a good movie.!!"	OFF
Woww very good	NOT
"Joker review !  
👇"	NOT
Supbbb video	NOT
I will say my name is arundati roy lol.	NOT
Awaiting for your book...	NOT
Fantastic vdo bro	NOT
I wonder what feminists have said after watching fifty shades trilogy	OFF
U boys are so cute😂😂😂😂👏	NOT
Beauty bhai...thumbs up for you	NOT
"all doctors must watch this movie. but before watching this movie, must watch
Mr Pratik Borade's review."	NOT
I like your videos sir 😍 bhot hard Bhut hard	NOT
yes ur rgt..	NOT
"We cannot misguide minorities in the wrong way, whatever she said is totally
wrong, we need to provide correct information, otherwise poor will suffer. She
wanted poor to suffer."	NOT
@Kalyan Kranthi yes bro same feeling	NOT
Saurbh PM address is not 7RCR it is 7LKM	NOT
"why did censor board beep off abusive words in hindi language in this
movie,why not in english???"	NOT
Even shahid himself does not like role of kabir singh..	NOT
Love you Boss	NOT
THANK YOU BROTHER	NOT
Same sex marriage is still not valid in India.	NOT
**shut up you feminist bitch**	OFF
Nice boss vii	NOT
"I can relate this to some extent with us. I don't understand the motive of
this type of girl and their parents. They themselves are parents how they can
be like this....? How they inspire their kids to torture other fr no reason.
What is the purpose of their life???? It's beyond my understanding."	OFF
Godi media shut up	NOT
"Hey shwetabh which is your favorite bollywood movie of all time and why. Pl
reply.।।।???"	NOT
yaar arnab, I haven't seen a missleader like you, alot of 'laanat' on you.	OFF
right brother,, i am bangladesh	NOT
What a story yr amazing😀😀😀	NOT
Right bather	NOT
Great review	NOT
**You totally change my mind about kabir Singh**	NOT
"Very well said bro. I am so shocked so many people liked this shitty film.
Thankgod i didn't watched it in theatre."	NOT
She is antiindian	NOT
Finally I've got my type of people.	NOT
Super video	NOT
"And sunglass that he used 😅  
Here in my country Nepal shopkeeper sell that sunglass as hotpiece writes
outside the shop in poster as "" Kabir Singh ko chasma yaha paienxa""( Kabir
sing glass will be available here)🤣"	NOT
Yes I am full agree sir 👍👍👍👍	NOT
"@Achyuth Thouta I DO AGREE..  
South Indians are GREAT"	NOT
"[1:43](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=1m43s) ശബരിമല
SABARIMALA.......  
RESPECT FROM KERALA BHAI......"	NOT
That bastard Haryanvis😠😠😠	OFF
Brother please watch Mission mangal it is gem of a movie	NOT
Bhai please review kolaigaran tamil flim	NOT
8159932695 what's app number	NOT
Xvs	NOT
"NOW AT LEAST WE COME TO KNOW  
TRAITORS OF INDIA  
N THE CULPRITS HAD TO WATCHED  
CAREFULLY  
FEEL A BIG SYNDICATES IN GROUPS TRYING TO DISMANTLE OUR GOVERNMENT N OUR UNITY
N TO DISTORY B.J.P ONLY THAT  
SOME GROUPS MISLEADING OUR POPLATION N GET IN TO RITES  
WE NEED STRICT LAW TO ARREST THIS  
PEOPLE"	NOT
Gobinda Barman all right	NOT
"@Red Eagle He Also Think That
But He NEver Said Taht To Me!!!"	NOT
"Every person who hates this movie or hates true toxic masculinity doesn't
necessarily support terrorists . It's weird how you don't get it that the
difference between a Kabir Singh and a Burhan Wani isn't really that big . Now
come on , hate on me mindlessly ."	OFF
Roy to galoos	NOT
So sad....😭😭😭😭😭	NOT
"Dear Brothers and Sisters,  
I hope you all get my message well.  
Last year in April I have arranged for my sister's wedding. We all were happy
and had provided some gifts in the form of money and material to (as per their
demand) bridegroom's. After few days of marriage she was beaten by her husband
and in laws for dowry. We tried many times very carefully because we are from
Brahmin society and we can't break marriage. Then after we gone to many times
police action and other things but when we go for these actions they become
innocent and after few days they again start doing beating and torture to my
sister. One day she told ""Bhaiya if I will stay few more day, I will die
because of their torture and painless beat"". Then I have decided to go for
police and justice. We have lodged FIR after so many resistance of police. We
have almost 10-12 wandered for FIR. In May 2017 finally FIR done. But then
police took lot of money from them. Police didn't took single action against
them so that they can feel guilty about their did.  
  
HOW CAN ANYONE SAY POLICE WILL TAKE ACTION SERIOUSLY? NOW POLICE HAS MORE
CHANCE TO DO CURRUPTION.  
  
IN INDIA DOWRY IS STATUS. I CAN BET 99.99% OF MARRIAGE CASE BOY WILL NOT
MARRIED WITH GIRL WITHOUT DOWRY. BECAUSE DOWRY IS NOT ONLY DOWRY IT'S STATUS
QUOE AS WELL."	OFF
I love this video....love from Assam 😘 😘	NOT
"Don't agree with you in this. Toxic masculinity is as disgusting as fake
feminism."	OFF
"Nupur Sharma trolled the living daylights out of that accented lady, Kasturi
Shankar. Good one :D"	NOT
I totally agree with you bhai	NOT
"If there is no law against arundhati roy, why throw abuses at her. If there is
a law, let the govt take legal action. This is her profession, and many
unemployed Indian youth will also adopt this easy money profession."	NOT
This is soo true 💯💯💯💯💯❤ bhai..u are best..	NOT
Hi I love you💙👌👌👍👍👍💙🔔🔔🔔	NOT
agreed man	NOT
"This is insane. Indian politicians make a lot of noice without making any
concrete action against Arundhadhi Roy. What is the problem for not putting
her behind bar? You have already listed all the crimes she had committed."	NOT
Love you bhai 😂	NOT
"Ye mardangi he kya apke hisab se??  
  
The first scene itself begins with Shahid's character Kabir threatening a girl
to take off her clothes at knifepoint.. How is rape any different?? He does
many self-destructive, despicable and hurtful things like  
  
1\. Chasing his maid from his flat out of the society gates just for
accidentally breaking a glass.  
  
2\. Kissing a girl who he barely knows, without her consent right in the
middle of college campus in full public view.  
  
3\. Telling the girl of your dreams that I will kiss your mother and sister  
  
4\. Making her stay at a guys' hostel, apparently out of the care for her  
  
5\. Boasting about the fact that he had alcohol every time before he performed
the more than 500 surgeries, without a single one going awry!  
  
Strangest part of it all is that nobody seems to oppose him or thrash him
black and blue, except for his father. As all this happens, the college
authorities and the people around have fevi kwik between their lips and their
eye lids."	NOT
"Rajeev Masand's review 0/5  
Pratik Borade's review 5/5  
  
Loved ur opinion sirji"	NOT
True fact.	NOT
"The so called feminists try to be superior. They are afraid of equality.
Please,bring equality. That's important and beneficial for society."	OFF
"If your wife files false dowry harassment, police complaint against the
husband.  
If your wife false domestic violence complaint against you to harass you.  
If your wife calls police to threaten you.  
If your wife has filed multifarous litigations on you then call # 9873540498
at man cell delhi  
  
At Man Cell Delhi we provide the men with atur chatur counselling in which
guidance is provided regarding how to file false cases. Also RTI , dp3,
extortion, perjury, malicious prosecution, crpc 91, 21-b etc type fighting
tactics are guided to you so that you can fight the false cases on you & your
family at your own.  
  
  
<http://manhelpdelhi.blogspot.com>"	NOT
"@Ekta Saikia First of all if my words were harsh then accept my apologies...i
am a researcher in engineering by profession and i just believe in the facts
and technical reasons only. so, the behavior of any male is completely depends
on how his parents raise him and what he's been taught at home ,nothing else
can change. Once opinion specially films if we teach everyone that its not
real and its just for fun and imagination.  
Please don't feel so offensive because most of the mans are very good even you
might have friends in boys on whom you can trust. one more thing i like iron
man so, what does it mean...? should i start jumping from buildings to follow
him?  
its about our born brought up lessons madam from which we are quite able to
decide what to learn and what not to...  
by the way if some guy is bad then nothing can be done because he will sees
the negativity around and will do wrong things only, for such persons, jail is
right place.  
[#please](http://www.youtube.com/results?search_query=%23please) understand my
point of view."	OFF
Supar	NOT
Very nice criticism 👌👌	NOT
"vipul bisht forget about ramadhir.Sardar khan till the end of his life looked
exactly like how he used to look back in [60s.No](http://60s.no/) doubt the
plot is masterpiece but that doesn't mean you will have to support the other
logical aspect like a blind man."	NOT
"I am in Middle of the video 4.43 and whatever he is saying is apparently but
genuinely Fact and So i Gave up watching Bollywood for good since 2015 and I
am ""adamant"" its Garbage."	NOT
Mad	NOT
Eagerly waiting for this	NOT
"Difference between Feminism and Sexism  
Feminism - I Was Fucked By 10 Sexists  
Sexism- I Fucked 10 Feminist"	OFF
"@rudra m : chorr yaar, he is a beta simp white knight who thinks that
masculinity only can be toxic"	OFF
Rocking ..👏👏	NOT
"You exposed your self . What is harm for you . Have you any guards to make
comments over political leaders on their education, control over English , and
back ground ? I am not a fan of Ranu Mondal . You must more cautious on
language before such
comments ."	OFF
Best name for Chutiya Anrudita would be MC-BC.	OFF
Lovely bro...top classsss	NOT
Gosh, what an obnoxious woman this Nupur is!	NOT
Plz do on joker movie	NOT
Bro what a video now this is a man .i am big fan bro	NOT
"Other than liberals and feminism the movie has lots of loopholes....if you
don't agree comment back"	OFF
Lallantop [#MC](http://www.youtube.com/results?search_query=%23MC)	NOT
Well said 👏👏👏👏👏👏	NOT
Who was the singer..he was sing totally wrong lyrics..	NOT
I jst hate her ranu beggar	OFF
"LEFT HAND we use for what..back was insnt it....??? they deserve that
position..they are just educated by degree only inside a zombie's blind
Islamic zombies....lefties in India is cancer.....bloody western mole ...they
are aginst Modi its ok why they are supporting anti-Indian
theory???.....bloody rascals...."	NOT
Only thing good about kabir Singh movie is shahid acting...nothing else...	NOT
You are absolutely right about kabir singh	NOT
Ok done via	NOT
Real	NOT
Thanks u bro	NOT
Rakib Hossian : ttc	NOT
"Correction: The address is now  
7, Lok Kalyan Marg not Race Cource Road."	NOT
Single gay looking for true love😥😥	NOT
"@Pratik Borade Pratik Borade bro  
1\. You are not conservative. You are liberal . You are just scared of the
word but you are liberal. I have same thought as you but i call myself as
liberal. Dude your thoughts are liberals. Most of the thing you said about
liberal is not true  
. Things like nudity and stuff. Indigenous tribe who live naked doesn't know
anything. So i dont expect you to tell me what to wear.  
2\. Vedas are bullshit. Do u think god wrote the vedas? I am an atheist. If u
start questioning vedas you will find it just a book written by prosperous
people to control the entire community. How can u relate Mathematics with
vedas? Pls dont tell me calculus was invented by vedas.  
3\. people of indus valley civilization didn't have any Hindu gods. Vedas are
written after indus valley civilization. And zero was in use in Nile Valley
Civilizations too. I can't say who used it first.  
4 . Liberals oppose war. And you think its a bad thought. On man oh man.. god
save me although i dont believe in god.  
5\. Vietnam war ......? Seriously... Do u know anything about Vietnam war?  
6\. I respect aadiwasi ritual and belief system. Far more logical than hindus
but मुझे आदिवासियों के अंधविशवासों प्र विश्वास नहीं। इसलिए मै खुद को
conservative नहीं कह सकता आपकी liberal वाली defination से मै खुद को liberal भी
नहीं कह सकता क्यों की liberal वह नहीं जो आप बता रहे हो। I love my country and
my indigenous culture . The thing is we liberals respect every country and
their culture.. लेकिन कहना तो सिर्फ इतना है कि यदि रीति रिवाजों में कुछ कमिया
है तो उसको सुधार कर नई अeच्छी बातो को अपनाओ।"	OFF
HEART TOUCHING.	NOT
Kasturi talk like stupid (chutya)	NOT
Sad 😅😢😭	NOT
real hero he did good job salute to Mr Jahangir🙏👼👍	NOT
"Honestly who made this bisexual sucharita a fucking critic she is just so
fucking annoying"	OFF
"@Devanshu Dodiya it's not about seeing from someone else's perspective it's
about understanding other's perspective......read this twice and think
carefully"	OFF
@N aur tu v😂	NOT
Street beggar are better than Ranu Mondal.....	OFF
Why is my comments censored/this is how the divide begins!!!!!!	NOT
Supper u r legent	NOT
Shame. Such a shame on your part.	OFF
"Kabir Singh effect:  
<https://www.ndtv.com/india-news/bulandshahr-hit-and-run-up-man-allegedly-
tries-to-molest-woman-runs-over-2-in-revenge-attack-2058797?pfrom=home-
topscroll>"	NOT
"BbhbbbbbhbbbbbbbbbbbbbbbbbbbBbhbbbbbhbbbbbbbbbbbbbbbbbb bbhb gG bg gG bb. Bb.
V, you are a bit gbhhggbvhhbb g g g g bbbbbb h bbb. Bbbbh"	NOT
What open discussion u people were doing other than just supporting rss agenda	NOT
Zxuz	NOT
"Im in claas 10th,  
And you changed my whole perspective about bollywood movies, you saved my
life....  
Thank u so much.  
First time I saw a man who can really talk about this. Before that everyone
blindly follows bollywood movies.  
Now I'll try to share this message and influence them to escape themselves
from cage of bollywood.."	NOT
"Mission mangal is average .you never feel sort of science in it . Just sold
nationalism. See first man or martian"	NOT
Having sex before getting married how could this be correct???	OFF
Sir I always wanted you to make this video	NOT
SHAYRI & WHATSAPP STATUS no	NOT
Actually every Bollywood crap is criticized here.. don't worry	NOT
Totally waste of time.... This is not a movie review, not at all.	OFF
Same here	NOT
Is this a debate !!!!!	NOT
"Ranga - Billa Arundhati Roy  
Ranga- Billa Rahul Gandhi  
Ranga - Billa SoniaGandhi  
Ranga-Billa Owassi  
Etc etc etc"	NOT
Amazingly clarified	NOT
[3:40](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=3m40s) video start..😏	NOT
Hello bitch lasagna.	OFF
👍🏻👍🏻👍🏻👍🏻👍🏻nice	NOT
Jahangir bro, well done , may God bless you	NOT
Approval of lgbt might reduce over population in India	NOT
"I like this orange t-shirt wala  
So cute"	NOT
"Awesome tha sir loved it  
these so called famists are ruining the value of relationship and meaning of
commitment"	OFF
Fake feminism is spreading like plague..	OFF
"It's a ""Character Driven Story"" , the story of 'Kabir Singh' , the scenes in
the movie follows Kabir where the other actors will automatically have less
duration and less dialogues.  
Some feminists and Kiara's fans complaining about very less dialogues for
Kiara advani, they didn't even understand that Preeti character was full of
expressions who actually was an innocent girl of 19 and drives with Kabir
character where both of them feels responsible for the life and family.  
Before commenting something about the film they should understand the depth of
the characters and the new type of scenes which will actually happen in
reality."	NOT
dede i love u 🙌	NOT
polygraph is not perfect, very easy to fool.	NOT
"Whoever made this video, will take birth as transgender in his next live. I
wish."	OFF
"Finally someone gets the movie. When Arjun Reddy released in South India it
became an instant rage and what everybody took out of that film was True Love,
emotion and Commitment but seems like northern part of India took something
else from Kabir singh sadly."	NOT
"Do you know what feminism really is????? I think you are only aware about the
pseudo feminism.and you think that feminists are doing bad for society??
Really?!!!😂😂"	OFF
what a bullshit Geneder equality????wtf?	OFF
So true bro	NOT
Luv yu Deepika ;)	NOT
My favorite video yrr	NOT
😂😂😂 Who made her advocate of supreme court	OFF
Shwetabh Bhai JOKER(MASTERPIECE)	NOT
Thankyu so much	NOT
"ARUNDATHI ROY is not just a migraine but a cancer to our country..you may die
a cruel death..."	OFF
Super review	NOT
@Harsh kushwaha right	NOT
hahah hahha yaar so good...😀😀😀😂😂😂😂	NOT
"Problem is not the problem  
Problem is your attitude about the problem : Jack Sparrow"	NOT
"1 st view
Love u From Bangladesh"	NOT
True lol	NOT
English subtitles titles please	NOT
Looks like a drug addict	NOT
Very nice movie	NOT
"Why are we running behind the West. Although I'm neutral on homosexuality I
find it so sad, it makes me so sad to see my people say accepting
homosexuality takes them towards development and modernity. We should not try
so hard to fit in the west. We are Indian, we should stand back to our own
culture. P.S we are ex British colony so my education was always of English so
I prefer to write in English."	NOT
After long time quality video	NOT
Right 🤣	NOT
Hmm nice I'm also lesbian nice video	NOT
Agree with you!! Nowadays femisnists do such things just to get attention!	OFF
Goob	NOT
U r mad	NOT
"What do you mean of freedom, destroy the country thats what mean freedom of
speech."	NOT
And both directed by same person.	NOT
Waited for this vedio because I didn't liked this vedio	NOT
eunuch to eunuchs	OFF
"If people start thinking so logically and can think in such a simple manner
then there won;t be any issues in this world and society. Human beings are
complex and they have emotions and feelings. This movie was an emotional
experience, if you start analyzing emotions logically then you will never able
to understand it. Emotions are to feel and not to analyze and people connected
with the emotions. This movie does not have any item song neither it shows any
female actor where camera is panning on her body parts to titillate the
audience and that is very rare in bollywood commercial films with item songs
(no one is talking about that). Everything is about the character and its
journey - good, bad or ugly and writer should have freedom to create
characters as per their will and not as per social morality."	NOT
Thank you for enlightening us.	NOT
"Item songs are ruining our culture.
1 girl is dancing among too many men. It's a so pathetic. and insult of women."	OFF
That's why I watch ANIME instead of bollywood	NOT
those who are giving dislikes, are 'self-destructive chutiya'	NOT
He proved himself to be real man.	NOT
I think she is half mad.	OFF
"What's the name of that hot bearded guy ....his Insta ?......he's fucking hot
...I would like to be in Ur videos"	OFF
Her father was Kung fu kutta.	OFF
she should be in jail	NOT
Your view about Todd Phillips' JOKER ?	NOT
Pratik bhai you are the gem of India	NOT
Not fore ward but moving back ward. Its my personal opinion 😑😑😑	NOT
wonderful!!!!	NOT
"I haven't watched a single bollywood film in the last 1.5 years.  
  
Please make a video on Joker (2019).  
  
Would love to hear your opinion."	NOT
8967644121	NOT
Perfect	NOT
Nyccc sir	NOT
as always u always nailed again	NOT
Khup Sundar review aahe sir I loved ur Marathi swag while speaking Hindi 💯👍👍	NOT
"😂😂 arrey madam sahi toh bola hai usne. The film is not glorifying toxic
masculinity. Would love to hear your honest opinion about the film."	NOT
Fucking Indian laws...shameless country..	OFF
"First stop aborting and killing daughters before birth and stop throughing
them in dustbins then you will have many people for trying"	OFF
Many more beaches in india why not being arrested exposed	NOT
"There is nothing that I can consider as dance. It seems gradually after few
moments someone feels chulkani & khauzani."	OFF
You are a pedofile	OFF
Blind law = Foolish law	OFF
She is nothing but a public nuisance.....😠😠😠	NOT
"@akshay Viswambharan but atleast doctor strange is not misleading people like
this useless piece of poop kabir singh"	NOT
"​@Kanan kumar Das **IN ABSENCE OF STRICT LAW ANY ANTI-NATIONAL CAN INSTIGATE
PEOPLE TO INDULGE IN VIOLENCE AND DISRUPT GOVERNANCE AND PUT TO THREAT
NATIONAL SECURITY....LOOK WHAT SHE IS OPENLY SAYING.....SHE IS SAYING THAT,
""KYA HUM INKO 4 SAAL KATNE DENGE""...IMPLORING PEOPLE TO TOPPLE AN ELECTED
GOVERNMENT.....WHY SUCH BASTARDS CANNOT BE BEHIND THE BARS AND BE PUNISHED SO
THAT ANYONE CANNOT INSTIGATE MASSES TO TAKE LAW IN THEIR HANDS......WHY THE
COURTS ARE NOT TAKING ANY SUO MOTO ACTION...WHY POLICE IS SO SOFT... WHY PIL
IS NOT BEING FILED....WHAY IS ARMY SOFT ON THESE INTERNAL ENEMIES......WHY
POLITICIANS IN THE GOVERNMENT ARE SOFT......WHAT THE FUCK IS
HAPPENING.....??????**"	NOT
"Totally agreed....i felt the same during the movie Mission mangal...like why
the hell was there any need to put such characters"	NOT
**Spoilers Alert** ‼	NOT
fish market....what a shame ...disgusting debate yuckkk	NOT
[14:26](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=14m26s)	NOT
"Hinduism is one of the most liberal cultures in the world. There are numerous
homosexual encounters even in the puranas and a detailed accounts of same sex
relationsips. Such as that of Agni and Soma(moon lord). It's shch a shame that
these fundamentalists and propogaters of Hindutva(Bhajrang Dal, RSS etc) have
irresponsibly misinterpreted and appropriated them by relying on the
conservative manipulation of ancient indian texts such as the British. Going
by there own narrative..these bastards are in fact the true ""Anti
Nationals""(Hindutvavadis). They have contaminated the real plurality and
diversified ideals of our culture."	NOT
I M ONLY BISEXUAL HERE??	NOT
**Flimcompanion**	NOT
"Disha R SHAJI  
HELLO"	NOT
"South movie fans like here
They are best than bollywood movie"	NOT
Agreee	NOT
Flow me plz	NOT
Hahaha 😂😂😂😂😂 u r damn right	NOT
She is totaly terirest...	OFF
"I've been thinking of making such analysis on kabir singh since I saw the
movie.... but I'm too lazy 😂"	NOT
"she also said ""TU thik to hai na"", i.e you are not gay right as you so openly
support LGBT people"	NOT
One sane individual..thank you for a glorious reply.	NOT
Hats off to this man....each and every word he said is damn true...	NOT
Supar youaer ret	NOT
"PLEASE review about Dr Rajkumar and Shankar Nag. PLEASE SEARCH ABOUT them if
they deserve then only review thier personality"	NOT
Wow what a topic hit like for this 😍	NOT
Respect	NOT
"God bless the husband. What is the point of the courts, the law and the police
if you are driven to this? Fuck the 498A. Is 498A for projecting the woman???
How?? Its gives the woman the legal right to abuse the man. Fuck such a law.
Hang the law maker to put this 498A law into the legal system."	OFF
"judicious stap by Guy,May God keep him safe.If laws not on his side, what else
a men can do?"	NOT
"allowing homosexuals in army is like playing with poisonous snakes , u might
not know when they will bite u. ( I believe if homosexuals allowed in army
they will become enemies of India.)"	NOT
"vipul bisht does your mother and father looks exactly the same the way they
looked back in 70s and 80s?"	NOT
"**Few chutiyas will still speak Shit, they will say it 's not Shahid's Fault,
look at the Acting skills of Shahid, he was just playing a character of a
spoilt brat, territorial, possessive, self destructive, angry man....dont take
it too seriously, just enjoy Shahid's Acting**"	OFF
Go and watch Suchitra review on film companion	NOT
"always remember this- anything which is remotely disrespectfull to women, ppl
like that thing bcuz thats what male ego is. They want to satisfy their own
ego and nothing else."	OFF
"The problem is not the slap scene... the problem is glorification of it!!! And
on top of it in your own words you said that it is not necessary that men
should always be portrayed as saints in movies accordingly it is not necessary
that women should be projected as pure and innocent! Since men have enjoyed
the screen space in movies from the inception of movies and gotten away with
projected as heroic and manly for molesting, suppress or objectifying women,
let our leading ladies have the fun!! Or else let wrong be wrong , no matter
which sex it comes from and stay neutral rather than justifying a male
character and further inflating male ego and their superiority complex!! But
on a more serious note I don’t think every liberals or feminists comes from a
place of hating men just like how every conservative does not come from a
place of hating women!! Let night he ideologies be used where they are
needed!! Why do people have to be so rigid, timid and regressive as well as
extremists in following an ideology ( liberal or anti-liberal) for that
matter!!! Let’s be more welcoming of change for better and accommodating of
age old traditions which are actually good and holistic!!"	OFF
"Bro I would like to say one thing ki is movie me koi problem nai hai except
drink and smoke jo ki he youngsters boy possible, isko follow krskte hai kyu ,
kyuki uska best actor in this movie krrha hai. And one more thing in 4 more
shots series me bhi I really object the character of girl journalist who
usually do regular random sex. Bro hm SB ek jses nai hai feminist type. But
what ever things r not right whether it is done by actor or actress give bad
posters in social life, will never appreciated."	NOT
Bollywood needs this 20 min to rethink about their movies..	NOT
They are bhaavook emotional chutiyas!!!!🤣🤣🤣	OFF
@vamshi bommena lol.. 😁😁	NOT
True af	OFF
Real hero..salute u	NOT
Eye opening video.🔥	NOT
Very good acting👌👌👌🌹❤️	NOT
"They can redeem themself by releasing another movie from pov of preeti showing
all abuse and her being dumb."	OFF
Send Ranu Randy to Rachi	OFF
Kabir singh 5 star	NOT
"Sucharita is saying its a bad muv so now it's a must watch film 😁😁😁😁😁 take
this sucharita randi🖕🖕🖕🖕🖕🖕"	NOT
Very daring true video	NOT
The moment i saw the trailer of the movie i knew i will not watch it.	NOT
@R R R just like bollywood, you also copy what has been said before, bitch!	OFF
"Now all the Khan's especially S.K. are flopping and The rise of great actors
is Happening"	NOT
"You are out of your mind idiot  
You showing the negative side of feminism"	OFF
Godi media	NOT
U r too good sir.....	NOT
Bhai,absolutely loved this video, well said..	NOT
Shwetabh... Watch Byomkesh Bakshi... Sushant's	NOT
**Best Work,Ritu...**	NOT
Totally Agree with you sir 👌	NOT
Father?	NOT
"I have watched this movie yesterday i don't feel anything wrong but the way
kabir approaches priti was not good."	OFF
Hotxx	NOT
Nice review sir	NOT
"jitne wrong kah rhe hn wo sare bi sexual hn.because its prove that all
homophofic are always homosexual"	NOT
Arun dhati Roy is 💯%right,	NOT
"Why don't they arrest her and do lathi charge training in the cell by newly
inducted police cops. The police will have the training completed and India
will get rid of the headache it's got"	OFF
injustice gives the solution	NOT
Superb...👍	NOT
"Every movie in Bollywood is a musical, no one gives a shit but Hollywood's one
musical becomes the best one ever made."	NOT
Call me 9876380919	NOT
@Dr.Priyanka Verma yup, I can understand .	NOT
Yes boss	NOT
"@Sam J i think, either you don't know english or you simply don't want to
understand. i clearly said that i love equality and also answered you when you
asked about superiority that i never consider myself above any women or men as
i believe in equality. even though comment like ""these people don't know"",
what is this? God bless you."	OFF
"Fantastic work by you whole team.  
All actors Shalu, Palkesh,Chandu .Acting was good,  
Direction by My Childhood friend Arjun as always going to great heights.  
Rajesh bhai also a great banner for all these.  
Bottom line Starting Dialogue of Uncle Ji is always Zordaar Zabarast.  
Keep it up all.🤟👍"	NOT
Best line 4.20 nationalism mein bhi cash cow	NOT
"Lutyens go to hell  
But Baniya modi shah go to the center of the earth. They are disgrace to
humanity. Gandi soch on hindu muslim of baniya modi shah"	OFF
"@Kya Bolta Hai thanks bro. But I don't want to watch a movie which glorifies
alcohol abuse and toxic masculinity. The trailer itself creates anger in my
mind. Better to skip it. Don't have anything against others who watch it."	OFF
"this man is fully confused, he really need a girlfriend, and he is telling us
by mutual consent he did not mind if his girlfriend get fucked by someone
else??? Grow up man and change your THARKI T-Shirt?"	OFF
Lol, he almost have 800k subscribers.	NOT
Overacting	OFF
I respect you broo good job thanks for honest review	NOT
V r with modiji	NOT
"All these urban naxaulites like Arundhati Roy have citizenship in other
countries, My hindu brothers, where will u go? Fir shake of money they will
sell us! What this Prustitute Arundhati Roy did for the nation's economy,
science, technology, envirniment, poor...nothing!"	OFF
Shut the fuck up	OFF
She looks like a witch	OFF
"In the original version, arjun never had any physical relationship with any
girl.. There was a scene in which shiva explains to his father"	NOT
"[11:45](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=11m45s) and
[13:20](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=13m20s)🤣🤣🤣🤣Epic sir"	NOT
"I didn't watch the movie and I have no remorse. Three simple rules which help
me to decide whether to watch or not to watch a movie.
1.If it is a Bollywood movie with an age old ""Love Story"" then it's a big no
no.
2.If it is a movie which is promoting any form of stupid propaganda then
sorry!!
3.If it's a movie with a big starcast consisting products of nepotism then
nope!"	NOT
"It's very very nice comedy. And Ranu Mandal is station word, or, selfish
singer and scoundrel girl."	OFF
"09777070288 IAm from Odisha state bhubaneswar iam specialist body Massagboy
msg me on whatsapp and call me now for 7"	NOT
Of course why not	NOT
"Please learn "" how to speak lie and false statement from this lady."	NOT
I love u brother... Your thoughts is right....	NOT
"According to them it has a bad impact on society as it is glorifying alcohol
and drugs..like after watching gangs of wasseypur people started killing on
roads randomly 🤣"	OFF
"South Indian movies also remake Bollywood movies , but yeah most flims of
Bollywood now are shit"	OFF
Aapla record coral 01907619341	NOT
@Pratik Borade Lekin Pratik sir I am against glorifying him	OFF
"People of the country now realised the culture of Arundhati Roy. Very shameful
statement ."	NOT
She should be kept in jail	NOT
She must have a Pakistani father whose blood she inherited.	OFF
"I dunno, but I had this gut feeling inside of me saying ""Shewtabh will surely
share his opinions on Kabir Singh movie"" ever since it was launched, guess my
feeling wasn't wrong at all. 🙃"	NOT
love for jisu	NOT
"Is it possible
Wtf is this showing"	NOT
"What the fck ""his"" lol stupid i think its her"	OFF
"Your own sister or frnds would also have felt little uncomfortable in many of
the stupid scenes of that movie .....No offence from the movie but your
explanation is extremely stupid ....."	OFF
Wrong	NOT
Shwetabh Bhai, you are one of the best Youtuber.	NOT
"Sea Change she is now telling that man like jahangir bhi is dangerous and in
the same mouth she is telling that jahangir bhi is right.I am also a girl but
not like her.I think she supports sec 498"	NOT
"this idiot lady was praising jklf ....yassin malik  
she said once that pak army din killed bengalis in 1971.........no genocide
happened in 1971"	NOT
I am a lesbian and I am a proud of me and good message love is love	NOT
"Thank God It is 11 year when I left to watch bollywood movie  
  
But I remember a movie name Room which I guess Indian should watch"	NOT
