Text	Class
ive ask one thing amp one thing  get bitch could ever still	OFF
im much bitch say anyth	OFF
yfnnesha im tire dat bitch 	OFF
frankthefob ok u hav gun love superior fight game probabl get bitch peac 	OFF
bruh sasuk sakura daughter gonna bad uchiha bitch	OFF
lean wit rock wit az nicca lol	OFF
grandpa hook friend pussi vega prais	OFF
that nigga rt thevoiceofmiami fuck wrong bitch got cold ice	OFF
lmfao watch brokeback mountain taylor cuz weve never seen aha queer 	OFF
tyjoncuffe aint hoe get traphoussseeee	OFF
fuck cunt	OFF
holi fuck yall littl bitch like  san antonio stfu	OFF
rt iamsashaa get win team hoe 	OFF
im happili taken tho amp aint cheat none hoe	OFF
aryanliv welcom movement anyon get even minor public queer fed jew well accord internet	OFF
opinion everi bitch gay	OFF
wow  that stupid bitch 	OFF
rt imneverchillin get drunk bitch u tri grab ass get offend well excus bitch thought u hoe	OFF
rt michiganmad basic bitch put twitter 	OFF
like nigguh pussi there thesi	OFF
ryancommakerri dianaaaxo jennaamendolar guy number  yanke look like uncl stevi lmao im die	NOT
rt getmeauxmoney   nobodi care kirk bosley  care bout cousin  	OFF
ya bitch got dirti pistol crib uoeno	OFF
rt bitchniggaalexx girl  talk catch feel bitch need catch td pass im throw smh	OFF
rt fuktylar heard talkin trash like wouldnt find 	NOT
 got paid  dollar eat nugget shit would u eat  smash bitch	OFF
instagram look motherfuck like fuck bitchnigga think shehe isss	OFF
rt  heelcastl hoe	OFF
beat ya bitch pussi everi time see like bulli  send outta town wit  cooki	OFF
nfc south trash juic	NOT
 wonder meet dude that bitch ass nigga day  	OFF
singl pussi relationship	OFF
wealth doesnt insul call nigger still improv empir qualiti life outcom phenomen dwightdal	OFF
  tedcruz sarahpalinusa twshannon alaskanoth go noth noth bitch law	OFF
geokthre liter told blacksin face trash shop hoop	NOT
earli bird get worm gogetit	NOT
yeezus fuckin trash	OFF
yall hoe tbh	OFF
love asian bitch	OFF
rt femaletext your bitch 	OFF
ayo jus mini heart attack behind wheelnorth philli n fire cracker dont   	NOT
rt  im gonna make math test bitch tomorrow	OFF
that real pinchbach told nigga watch everybodi wasnt bandwagon jump bitch get austin	OFF
one bitch text right  follow  inch rim  inch tv straight ass teeth  text messag ima kill	OFF
mad respect affleck refus wear yanke cap though sox fan wear met cap probabl irrit	NOT
richhomiekevin go sleep niggah lol	OFF
face yo bitch could love 	OFF
that yo bitch may fight holmezz	OFF
rt nohoesnextdoor claim macklemor favorit rapper im also assum watch wnba free time faggot	OFF
daveswerv boy look like slave hoe	OFF
brother doesnt know american horror stori  bitch lame ass fuck	OFF
bestfriend biggest bitch know that best friend lol	OFF
rt shadonhendrix hoe run back tellin shit hoe trynna fuck nigga tellin u shit 	OFF
switcharoo yo main bitch niggga hell naw dont date hoe	OFF
big thick pretti bitch	OFF
rt bentaterb crazi rb pick yet rb roy  ago rb mvp ppl  import posit insan 	NOT
money cant buy love dont pay pussi	OFF
killer dont pillow talk wit dey bitch	OFF
could bitch	OFF
rt lorenasgonzalez california state assemblywoman remain proud teamster unionmemb  celebr laborday weekend 	NOT
gay man without fag hag guess	OFF
rt  nigga go broke hoe 	OFF
eat pussi like got munchi	OFF
socass patrick aint nottin hood nigga top bitch nigga	OFF
rt mydickiscal dick call eggo bitch never want leggo eggo	OFF
amp bitch bound get hurt caus lot nigga play	OFF
 b oreo  thru 	NOT
rt seanmdav sinc know your wonder blakehounshel cracker barrel place buy barrel full cracker	NOT
wish young thug made past hookah kept garbag ass tyga bitch	OFF
yanke good thing season firecashman 	NOT
nile rt josephbanana im realli sad dont enough friend ever call pack nigger that fuckin dream	OFF
rt antglizzygg aint talk  mova n week first thing say shi benni 	NOT
rt bitchniggaalexx bitch talk ride die everi nigga talk bitch done die like  time alreadi	OFF
 get sleep pussi	OFF
fuck talkin rt iggyazalea like guy ask number say ugli bitch say 	OFF
dumb littl broad  move fuck along bitch	OFF
kill  bird  stone thank god pay attent communic classeswork	NOT
bocgeogaddi anepicnam lmaooooo epic bird win	NOT
amarierubio chink eye 	OFF
rt sickdraw  bird amp feather draw 	NOT
fuck bitch caus nigga im shit ill salut ya	OFF
laugh deck gave yellow jesus stencil	NOT
zitlalyl  suppos attract bitch tutu though 	OFF
babi girl pussi look vacant	OFF
bitch dont turn crash 	OFF
got bitch nervous like virgin flirtin wit uncl mervin	OFF
aint nuthin retard bout gucci gold rolex	OFF
  sit talk u would gonna that someth bitch	OFF
havnt fought bitch ina minut cant wait	OFF
maccabeez one know word song know sexi saxophon georg michael pussi	OFF
rt billmanoussaki sinclair hoe dont care fat still wear yoga pant belli shirt	OFF
masturb anytim bitch lol  want damn alon time fucccckkkkkk 	OFF
nigga magic johnson got grade faggot son  done terribl shit growin lol	OFF
wbeezi call bitch	OFF
aint noth cut bitch	OFF
iemonaid done spell check know meant fat liber dyke feminist nazi bitch	OFF
fuck queer	OFF
rt  never hurt girlfriend make hoe happi  	OFF
rt ilovedrunkgirl  bruh never seen mani ugli bitch one pictur smh  	OFF
yall mfs better believ karma  bitch oh real	OFF
movi made facilit dude pick girl think side box lil nigguh	OFF
lebron warm jacket full bitch	OFF
neeksbethatguy im alreadi bitch hahaha	OFF
photo ima boss ass bitch  turntup webad wepretti gayvega rupaulsdragrac barb minaj 	OFF
back bitch  xoxoclair treyhunt medgmon delaneyjad seansteezi alexistiefa	OFF
nigga eat hoe pussi aint worth	OFF
ugli bitch listen yall havin stank attitud yall dont noth work person dont fuck	OFF
charli xcx bae	NOT
deb women eye appoint bitch	OFF
kuntakayn never seen ignor illiter piec shit life bring natl guard amp dispers trash bassemmasri	OFF
dean cri need pee peter keep say nigger	OFF
thank charli happi thursday    kacado cantucimblond revkahjc	NOT
know fact got woman love bitch dont even matter	OFF
asiahh nah repli like liter everyon els call trash go check dont believ	NOT
rt itsjordyyyn reason high school fuck hard ned never made guid anyth past  grade feel 	OFF
rt intelwir twitter suspend shit multipl iter new region account open today suspend within 	OFF
runnin much game fuck around amp lap bitch	OFF
rt jazzriley wat type bitch ass nigga rape innoc femal	OFF
brishackelford bellaangeletti sorri dyslexia bitch	OFF
stupid  count h get phone	OFF
rt fillwerrel son bitch moment your walk around hous sock step random wet spot	OFF
oh tht hoe ode fake 	OFF
brendanschaub timtebow ugh tebow your offici fag follow	OFF
ive got everybodi skurt hoe 	OFF
rt funnypicsdepot get twerk thickest bitch room 	OFF
kfc biscuit trash	NOT
lmaoooo nah im turn rt  yah gonna believ itsnotharold bitch bg bitch 	OFF
rt  shout faggot took million one selfi phone  zzachbar  	OFF
rt idntwearcondom woman never cheat unless man drove men cheat new pussi	OFF
rt  charli brown	NOT
salut rt   rt shvkxir spit chest like nasti bitch	OFF
rt kamaalrkhan sir arvindkejriw career tho apka wais bhi khatam ho chukka becom new amar singh tri public 	NOT
pamschep bitch idiot troll spamblock keep spew ur shit calfreedommom ralphyboyusa abc scottddolan	OFF
rt lesbolif bitch flirt bae 	OFF
hate hashtag activ lie think  trash	NOT
im glad hoe aint momma	OFF
triggapleas nigger hello	OFF
rt yanke yanke jump first place tonight rt think	NOT
blackymil lol get yellow bleach stain use bake soda hydrogen peroxid past stain throw washer	NOT
rt blessedyaszay iwanttopunchpeoplewho mock god	NOT
rt lavishlolaaaaaa bitch eat pussi nigga 	OFF
funni femal dont want call bitch put word bad front theyr happi af	OFF
piss forgot saiyan bitch infio gave ne ig tioo fuck	OFF
rt   ghetto jeopardi shit wack 	OFF
  hes eat cuz hes women cant cook  u gotta get rid hoe	OFF
bitch done blew high high drug	OFF
hate bitch like love much 	OFF
catch episod vampir diari tomorrow night bitch slap katgraham	OFF
rt drphildontehu real  eat pussi u nut u cant return 	OFF
want cheesi bread browni 	NOT
rt hennyheathen fuuuck happen  rt mrlondon aint nothin wors bad bitch lost  	OFF
thechicagobak stopbeingfam raniakhalek bird  wedlock rate white father run away	OFF
 bad bitch open mouth	OFF
 amp aint ho get trap hooousee	OFF
rt datboysmokeyi shawti said gone understand america unless went pwi school cracker alreadi brainwash smh lol	OFF
call duti bitch	OFF
flappi bird bull	NOT
sza freckl pussi	OFF
think bitch tryna set uuuuhhuuhhhhhp	OFF
u expect nicca bare talk lmao rt spacejamteeg vonshayeb dude cant spell worth shit yo lol	OFF
 beautifulminedi hope dis aint caus color caus know actin nigga like	OFF
gotta funni witti charm bitch come natur aint even gotta shit	OFF
alway want fuck bitch thank god fuck bitch	OFF
rt  aint  blood 	OFF
rt ikayk boyfriend girlfriend suppos laugh hoe togeth guy never hoe laugh 	OFF
got good credit bitch credit gotta match mine	OFF
told love look said bitch stop	OFF
thank god fob didnt come back shitti arena tour  sykeee	OFF
nigga tell dont fuck bitch   mayb lie lol	OFF
fuck bitch send dude child support court your petti	OFF
 ohhhhhh  smell challeng  usa vs usa next time see ya bitch ass	OFF
tamishaaj know bitch dont go nomo	OFF
rt freefaceridess nigga wait light skin bitch respond dm like  	OFF
jihadi keep prattl shot today think apach helicopt mayb 	NOT
rt goldenbella bitch could okay fuck man know girl shes hoe that	OFF
hbmostdop sodmgpcook yall pussi boa	OFF
subtweet one time dirti chink whore	OFF
lmao shovel video pretti awesom went like ton brick lol gotta love honki riff raff savag	NOT
hoe cant fuck wit	OFF
 blaxxxican light  pussi	OFF
 that nig nog	OFF
rt yaremisxo  yaremisxo actual take back  nigga aint loyal im loyal  nah negro nah	OFF
rt therealquilli bitch fuck wit dead beat dad long cuttin 	OFF
rt  lol new kid school think take tetherbal bout show get playground pussi baller 	OFF
dont get main bitch side bitch confus there big differ	OFF
whip cream  endlesslov	NOT
damn bad thing side hoe cant get mad dont hit day 	OFF
gabejgonzalez rpopbox prime leija would trash  dude today	NOT
big boob  ass ass  big boob big boob big ass  ugli face big boob  big ass  pretti face  hoe	OFF
tonight start road super bowl brown go browni go woof woof 	NOT
son bitch moment open fridg food	OFF
im go movi weekend bffl bitch nigga solo	OFF
rt fuck bitch fuck everi nigga state	OFF
nigga wait line jordan releas puttin life line jus impress bitch	OFF
rt tooracist black man ask hey white boy like niggerswel wouldnt use word person said like 	OFF
rt  mom brought mcdonald lunch bitch	OFF
im gonna kill bitch today	OFF
rt flyairwalk havent cabl crib year dont give damn bout tv show like hoe n hip hop	OFF
brendagisselca hell perk hoe bullshit	OFF
rt vadefiss dont tri fuck amp got million two bitch tell promis	OFF
grizzboadam wyattnuckel im straight cali kush bitch dont kill vibe	OFF
nubianrein women get money hoe gone come sound gay  rather make money anyday	OFF
amandabyn yea alway look niceal monkey face women see around santa monica look better natur beauti dontbedumb	OFF
bitch luck men lmao mayb your problem sweetheart cant fault lol	OFF
leeluca bitch nobodi want	OFF
bukpsychodrama follow vice lord dat rns listen nigga sinc magic almighti hoe	OFF
sheanxiv  yea ion brussel sprout  bare cordon bleu want tri someth dif  get tire nigger food	OFF
rt imlesliechow entir school dont talk much beaus your cunt	OFF
 that fav part take  album trash	NOT
kensuttl mrcoxth chase charli daybend boywhil conjug ae	OFF
hiimjorib would wife hoe cuz wouldnt care cheat forc relationship first place	OFF
iu make honorari student id way cooler intern student footbal card hoosier	NOT
rt stevestfl cant trust bitch let microwav hit  doesnt care lifesh probabl jump lava part 	OFF
aerinblazin right  okay bitch	OFF
rt  love realli blind stupid cunt feel	OFF
dadamnbon  im finna dm pic bruh hoe funni	OFF
gorgeouscamri fight nah dumb bitch 	OFF
promis love obeyand hit daygirl say genuinelyfuck bitch sayi	OFF
oubad know countryass old bitch tn ur back	OFF
rt  see walk think 	OFF
rt craigslistlov doctor avail examin pussi testicl peni painless possibl	OFF
watch one bitch hold camera said yall need hurri upmi batteri die nooooo	OFF
rt tmadisonx hoe ass nigga never chang	OFF
pwilliamsd need clam half shell  get deep fri clam neck	NOT
name peni truth bitch cant handl	OFF
rt irregulargawd person rt losbeonit fat bitch relationship pretti women let see answer lol 	OFF
dirti girl haha  cat pussi pet 	OFF
 chink that better rug rat run around yah crib girl enjoy life lol	NOT
rt garnettujl hoe hoe	OFF
rt  lexi swear bad bitch	OFF
spoke w hispaniclinkn legend mentor charli ericksen great catch w help open door latino journo thank	NOT
wtf look like lie know bitch  dont know hoe dont know hoe tf simpl 	OFF
swear worri noth keep bitch radar im gay 	OFF
rt rappersaid tupac said aint killer dont push reveng sweetest joy next get pussi 	OFF
rt smithmuffin gradeschool danc tri worm impress bitch slam dick unforgiv 	OFF
shawtyimout cunt	OFF
rt kingtunchi need new bitch 	OFF
stop snap women call bitch	OFF
burnat yanke thatch roof cottag astro 	NOT
rt cashoutmolli bitch stupid  get cheat man wanna go fight girl  bitch leav nigga move 	OFF
gop elit call conserv nigger behind close door tcot teaparti	OFF
rt daliasza  somebodi say childish gambino trash 	NOT
coleyce yes bitch realiz dat	OFF
gotta big head yah bitch think crown size	OFF
tajmah elpadrino abellaxxx im lmao fa real cuz realli saw throw dat bitch circl lol	OFF
beat pussi 	OFF
kayreneee fuck wit us tweakin hoe shmurda	OFF
rt hodgeasia bitch call hoe high school got like  kid	OFF
sammiboyden bruh final roll like redneck  drug dealer	OFF
rt urbancrazi see bitch nigga subtweet 	OFF
 rhyme ghetto	OFF
scandal sex scene air abc right great pumpkin charli brown make parent angri 	NOT
rt officiallyic lmaoooo rt sourpowerdr officiallyic fam stab person cod ghost said stab like nigger	OFF
 idk shes actual lol follow band met bainbridgian bitch like  teeth swear lol	OFF
 jose ur mean  said ili stfu hoe	OFF
rt idntwearcondom u hoe children your still awak	OFF
never take bitch stay never keep work lay	OFF
honeysuckletav well canon play troll equival pokemon throw new fairi type	NOT
 bitch catch feel damn time	OFF
rt chicoflicoflam everi super hero bitch except iron man peter parker biggest hoe loser ass nigga bitch crib whip	OFF
 dont love 	OFF
 tho  bitch want includ fuckin bald 	OFF
raajan holi fuck frozen pussi crazi	OFF
briscoefunnyguy kaeejon da fuck hoe look sad	OFF
chvrlesgoldi like hov said ghetto b lol	OFF
homemad soup good veget side cracker 	NOT
rt capflowwatch appl ceo say  gay gift  part campaign sell iphon queer 	OFF
rt realbobbyjay mf realli like  theyll drop   amp groupi focus 	OFF
 edgarguillenjr   daltonryann cjjsanchez delaochri quit bitch	OFF
rt tittyflex lol dont need halloween dress like ho know everyday anoth opportun	OFF
side hoe need round rt peachpapayya alway play stupid hoe song back back	OFF
 bruh im tell got zebra print bed sheet   racheldor 	OFF
rt melissatweet scott walker investig christi bridgeg perri drunk monkey dem dagat men innoc threat 	NOT
ciara song old bitch  like  week ago lml basicbitch	OFF
baddest bitch world follow ig today start like pic aint even attract know catfish	OFF
rt easyedd life bitch	OFF
 swear des hoe make challeng	OFF
ive never seen hoe shit eye refus let anoth nigga influenc thought	OFF
whip 	NOT
fuck bitch	OFF
like bitch dontouch braid	OFF
kannslac said readi bitch okay lmfaoooooooo done 	OFF
charli sheen want return two half men  	NOT
black cop want kill white citizen spic cop want kill anglo citizen zigeun cop rapist	OFF
andreaaolvera smd bitch	OFF
 typic ghetto girll	OFF
idgaf flat chest hoe feel either grown ass man nigga	OFF
rt megancammalleri thank perkin student section particip yellow realli appreci	NOT
man fuck bitch ass nigga yall doin	OFF
 straight pussi	OFF
 duckydynamo trethreat band negro	OFF
know im niggah	OFF
call bitch glitteredinpink	OFF
pretti ass niggah 	OFF
crow sock	NOT
damn bird near gave heart attack said oh bitch oh	OFF
laflaregodjosh gucci mane jail drop mixtap everi month hoe cant even text back	OFF
u horealwizkhalifa u hot realli like way u keep te flow natur	NOT
rt  cc rosemari lehmberg rt comedycentr  show chug beer  beerfest 	OFF
raunchi ass pussi action sakurako offer hole  	OFF
 tom bradi slowli becom  weapon trash	NOT
drop hoe hold let pick bitch back nigga sneak geekin 	OFF
rt awwador want pet monkey  	NOT
doubleaiv watch bitch nigga u gonna want whole team dead	OFF
tinyboatclub start whole situat dumb asa cunt	OFF
bitch dont like sumthin wrong wit da bitch	OFF
dumb ass student get trap giant pussi sculptur  germani wtf funni hornymen	OFF
notevanlarkin hope love dat bitch	OFF
 wanna someth  sound desper hoe bout start flat nose	OFF
rt  wish parent bought car manpeopl bitch get car want want 	OFF
ion kno wat kinda spring cloth imma get yung nicca dis year aint doin da polo dis year gotta offset em wit sumthin els	NOT
 babyy moaaaanin  got zonenn want bitch next  pussi like ecstasi  	OFF
im fuckin wit octob new shit  bitch cold	OFF
charli sheen video messag presid obama 	NOT
shot anoth monkey lmaooooooooooo	OFF
  wtf  aint come practic	OFF
one tonight dog walk sunset aka invis bird wire sunset invisiblebird wire 	NOT
snow day bitch lyric gettin done n bud get smoke 	OFF
babi lexi whole aint shit bitch winter sorri ass rwd that flaw still love tho 	OFF
hovaa ya know slang im racist  porch monki	OFF
rt kingtunchi hoe fuck dick turn lol fuckem tho	OFF
im real toni montana got  nake bitch banana boat	OFF
hoe lost rt   hahaha much wanna bet dont get job lmao	OFF
oomef yeah kno pussi whip nigga put ring 	OFF
liter everi man fam cop bad white bitch wife aint even boutta break da chain unless latina come around	OFF
bitch alway think somebodi want littl coochi lol chill dont exist nomor  iont want yall hoe	OFF
 rt pushupsensei mcnair brisket sizzlin grill side hoe laid uzi game	OFF
alreadi know wilson gone hoe later let gone get ammo	OFF
hoe trife never cuff  ive hurt never give fuck	OFF
rt beeetzzz feel bad guy give girlfriend world bitch still treat like shit like damn 	OFF
trash rt yusufyui cari williamsc got carri lol	NOT
uberfact studi show your faggot	OFF
could right hoe  nigga hood ran thru em	OFF
went outsid got mad bc weather trash	NOT
rt theroachdean sogalact toodanger  gummi worm   bitch beast	OFF
mexican laundri mat pack denna hoe	OFF
pull x make bitch mad	OFF
kiefferjason ha bitch angri bitch taller older fake ass boy stfu make look like dumbass pussi boyi	OFF
reasonswecantbetogeth u talkin nig smash da homi	OFF
im excit hang bitch cheralynvb lauriemckinley	OFF
goodby x young dolph featur trinidad jame amp shi glizzi	NOT
hear ya homi hoe lie 	OFF
 show fairi block hajihuntingpat paulsmitheringa  jewjitsugrl  	NOT
u littl bitch chris aint six bitch  allison mom	OFF
twice divorc teabagg florida attorney general say marriag reserv stabl endur famili unit 	NOT
rt  bitch ass	OFF
rt realniggasherm  bitch td  jeff b home real soon 	OFF
rt zachpiecowiak  your fuck queer	OFF
rt foamposit random hoe heardm 	OFF
rt theparadox faggot rt  club good lookin bitch gold teeth tho confus 	OFF
muzzl pit bull throat slit found side road pa  via examinercom hideous abus throat slit left die	NOT
rt  veronicagk bitch u addict  year lmaoo	OFF
rt bigxcool rt your slope  still feel 	NOT
rt chelsearain aw that cute mom rais bitchi littl 	OFF
fuck  tri nice fuck  go ape shit stay mad wtf haha	OFF
 hoe	OFF
rt  money best pussi	OFF
nigglet 	OFF
bitch ah babi amp like dont claim child bitch good amp goddamn well aint nobodi claim creatur 	OFF
rt kingxstoney yeah cant wrestl might rock bottom foreal veronicagk im big bitch proud lol let live	OFF
curs avi coke hes fag hasnt put yet 	OFF
djchubbeswagg like retard wutang clan	OFF
yanke sec robertson guy fantast sec pitcher	NOT
 yellow cake amp chocol frost	NOT
id kill bitch abl cuddl right ugh sucker stupid shit swear	OFF
know bird dont wear pantscaus pecker way	OFF
rt  meat forevea sell bitch 	OFF
  suppos grey speckl blue midsol sole yellow ici pass	NOT
rt vickstarisabel kyleighhmarie  type bitch  lmao yass	OFF
rt chinaafricablog nice roundup voic china africa relat chinaafrica trade orient allur 	NOT
wbeezi rundrc simpl dont hoedont worri expos  fight mewhi 	OFF
 song hoe	OFF
rt rebelliousmidi ugli bitch definit disgust  ewww yuck	OFF
maliktend gayer  faggot bed 	OFF
 got money  gun  gold  bitch nd stack nigga fuck net beef shooter get  bring dat friday den	OFF
rt kyhoopsbuzz latest draftexpress mock draft randl  cauleystein  young  poythress  harrison twin amp dakari johnson 	NOT
never would put bacon greas face let werewolf eat face save bitch nope nope nope	OFF
yagirlflutt haha say damn call bad bitch mean mean bitch lmfao	OFF
rt  chad got hoeswhi text instead hoe 	OFF
none chantel lol rt tellyjellybelli got hoe water edg big	OFF
rt benevolentdjinn hate see women carri could fuck somebodi man ok trashi ass bitch	OFF
rt  zzachbar trippinc  date hoe	OFF
pop pussi im sweat lol 	OFF
rt marksidaway last time xfactor audit came dublin audit marybyrnemus nialloffici man blue monkey 	NOT
movi abouttim hard ass chick flick nigga goe back time quick n fuck bitch n lol	OFF
 yall bitch switch roo nigga  hell	OFF
rt wizkhalifa east coast there color hair everywher must sweetest wave ever	NOT
mrfayoh im proud wacko bird bout	NOT
rt thadcasti regret pussi shit happen deal	OFF
rt sheboundtago wedontsmokereg money ova bitch im yellin ta da grave develop ah young age go afta wat pay 	OFF
mitchbattist sup pussi	OFF
bitch goddess think own new york wait midnight lameapocalyps	OFF
scream money hoe nigga aint fuck shit	OFF
dont unwrap big booti hoe today im go rio outrag	OFF
rt lionheart  hippi dress tumblr bitch smoke blunt sudden theyr abstract thinker 	OFF
man im tryna give chief keef mixtap chanc shit trash	OFF
noobd rodriguezliam draw perfect scorpionwrit name retard	OFF
saucygyro shes dyke amp look like shes 	OFF
shoot wit yo nicca da type throw da pistol 	OFF
im total tire saudi arabia bitch gotten wayyyi old	OFF
rt   lml se pasa de shunsha  mi joda w ur bitch waaa 	OFF
lil cousin hate bitch alway want older nigga fault fuck bitch chilllol	OFF
rt brionnanicol never realiz precious time bitch nigga wast 	OFF
wanna get hoe arm diamond come  riprick 	OFF
 dallyjackson trefreedawg babe thought countsbitch thot	OFF
rt dalvina  cant stand messi  true stori	OFF
rt  yall al challeng yall gonna donat cuz dont  amp tiger blood donat unlik charli 	NOT
peopl live thenetherland unwash trash	OFF
idgaf coon moment	OFF
rt aianhangov karma bitch bitch	OFF
ayi yo raylake nigga whochrisjon dapussi lettin dat muafucka breath	OFF
rt ellehueyxiv fuck ill make feel bad fuck guy ill call hoe fuck ill 	OFF
wish bitch ass mother would give  forchild support fuckin bitch	OFF
cristiannt bitch back shit fuck nigga	OFF
lmao rt sirrocobama tu madr rt waymothegod nacho dorito trash	OFF
rt vineforthebyrd bae go text hoe 	OFF
iamenidcoleslaw must think bump pussi mind ill eat thong make squirt like geyser	OFF
natashaleggero dare insult pearl harbor vet dumb cunt	OFF
rt  got bitch geekin sneakin cocaina cross custom  thedoniv	OFF
weekend amaz week let use extend weekend celebr success fellow queer folk	NOT
gvveniver learn type ya hillbilli	OFF
side bitch wait til know u wit ya ladi text u hey boo bitch gtfoh	OFF
mom didnt buy oreo doesnt love	NOT
rt    saw girl scratch privat today  dont fuck right  lmaoooo	OFF
damonethedon bitch got blood dat hang la	OFF
jfromhuntington savag day like color dat wrap day hoe like mummi	OFF
today bitch hit face branch lost like  pound water weight im sunburnt  thank	OFF
high hoe watch wolf wall street	OFF
 trash im kickin yo ass	OFF
 get head twitter niggah that bracken  ima babi momma killa  yo bitch get  	OFF
last time pussi salmon pink 	OFF
 got niggah salti meeeee caus yo dream bitch main slide 	OFF
tupacselena bitch smd	OFF
got mind made nicca  fuk u pay	OFF
po heart still beatin fast da way dat nigger scream dat microphon felt like da welfar offic cut da line	OFF
bout unfollow bitch follow current follow new bitch need chang life feel like that good start	OFF
grizzboadam ight nigga tonight  c burg mall bitch	OFF
keshhh got bitch look like bulldog instead lol	OFF
kiefferjason sorri dont know tell get pussi ass twitter	OFF
 whatevaittak lol bitch  cool imma get one jus trust	OFF
 fuck nigga gonna wanna see tell nigga stop act like bitch	OFF
rt nochillscottyd yall fat bitch small titti look like teddi graham	OFF
 dam hoe work microsoft	OFF
must part cat famili  cuz your fuck pussi	OFF
rt dirrttyydan chi aint bitch got assyrian king california peterson 	OFF
macc amp chees maccin bitch amp makin 	OFF
cruisin round street  jockin bitch slappin hoe	OFF
rt radiomaru nerd cool get realli judgey nerd passion thing arent passion abo 	NOT
wigga rt showysantoro ryan gosl knock eva mend swag man fuck	OFF
yaaaaaa bitch	OFF
rt dresnip one tht see hoe pattern stop tweet   week come bac love tweet bout 	OFF
rt waynedaboss hate bitch dat act like nigga 	OFF
rosco would get jealous though bitch	OFF
beedontcar pussi still fresh lt someth stank girl say	OFF
kiefferjason bitch talk u stfu get page oh bitch nigga u bout life	OFF
rt mostsecretfact twitter home button birdhous join your egg logo bird peopl dont realiz	NOT
koolqueef inch bitch flick wit tongu like damn pinada	OFF
kanyeshrug lol  thot like  rt  shainarakia great thing bitch offer 	OFF
ill alway rememb feel like good like couldnt like whack bitch could amp lie	OFF
garrettwink bitch ever seen fight even talk shit	OFF
 holyspirit god still share secret amo  bless jesus	NOT
fuck rebuild tranni im drive like last  year till final goe 	OFF
even though lil wayn music turn trash ceil human alway favorit	NOT
 eh take hoser	NOT
tommorehart cjcisal    bcs titl  mil revenu great redneck confer ohio	NOT
aint gon talk bout yo partna cuz dey aint shit like nicca	OFF
 dora amp tabl manner  shes eat like sloppi hoe	OFF
rt tbhbooti latina pussi like 	OFF
u eat fri egg leav yolk entir yellow ur disgrac also nasti	NOT
nickboydo bunch pussi	OFF
rt twangnat day  februari   waylon jen left us honkytonk sky  dream dream  ht 	NOT
 miley realli got knock juici j shit wild  didnt say u say ratchet pussi juici j cant	OFF
 realli hate bitch know best 	OFF
 hope get better soon cold bird	NOT
terrorfranchis nope definit retard	OFF
word rt maxinbetha pussi rt humbltonbank snack rt aerinmari ladi keep beer cont 	OFF
met woman tri feed crow brazil nut	NOT
stop actin like yu start wearin ya ugg bitch seen break em august	OFF
rt countermoonbat btw hillari huge support law admit lie stupid rube need 	OFF
 grade lil bitch school  pregnant like wtf bare new pussi look like young	OFF
paidmydu yeah see againthat son bitch owe money tell look	OFF
rt poiintguard bitch prolli pay   million perform  minut 	OFF
 speci bird report chesterfield great backyard bird count mani area 	NOT
derekisnorm rt crappyfactsar mcrib bun contain chemic azodicarbonamid also use make yoga mat amp sole shoe	NOT
ill walk away money leav tip bitch	OFF
rt hippiescrub yaaa bitch yaa u hot bitch yaaa whereyohussleat	OFF
bitch suck dick tri give sugar bitch get	OFF
degenerateartist isnt bitch walk back wordsgt isnt witch question turdgt im glitch evolv absurd	OFF
hoe man dont need though 	OFF
photo kimora boobi   unlock slice bitch kimorablac 	OFF
cancel hoe sbnick aint noth cut btch	OFF
caylinwilli fuck yanke	OFF
mickeyblowsyourmind want skype group bunch offens new york citi queer folk 	OFF
big bro moos tri slide hoe dms 	OFF
beani weather bitch  	OFF
free niggah 	OFF
gstar suspend got bad bitch bitch	OFF
alway find someth bitch	OFF
tym  lyt dis blunt n holla  hoe	OFF
im cute without makeup amp eyelash  yall bitch depend shit	OFF
mileycyrus want suck pussi	OFF
rt kingtunchi  year hoe aint gone shit dick head	OFF
rt eastsidekri lebron bitchdrak perform torn acl mtv award	OFF
damn shiner rock bud light platinum ciroc	NOT
rt  damn sick damn lie  girl look like iphon jean come bitch stop lie	OFF
theechaco danawhit watch trash	NOT
rt thepartycod joke offend  im sorri  wont happen   amp  lie  your pussi	OFF
 nigga know bitch	OFF
rt shvkeir dr suess made word rhyme nigga trash hate book kid	OFF
 shes send nude snap chat one  guy favorit 	OFF
mother b 	OFF
lol shut rt  vonshayeb lmao earli bird get worm	NOT
rt caramelkushh bitch love wyandanch nigga tell  alway see yall ot bitch wit  keep frontin 	OFF
rt pambested wow accord tweet  obama must uncl tom 	NOT
rt funnypicsdepot rt u rememb steve blue clue left us bitch ass nigga joe 	OFF
porcha grandma realli like nig real tri hollar fo real	OFF
partner crime  yesss  bitch stole look hah vegasqueen ladykimora  	OFF
kerrtheresa moder want bitch slap romney hard	OFF
aint mf  bitch ass	OFF
happi birthday nigguh deegotnoho	OFF
benzino bitch point blank period	OFF
thought bros hoe  guess 	OFF
bitch need bodi high fuck wit head pleeeeas	OFF
morningjo prove wrong righti liber use fact con use emot make decis fact damn teabagg motto	OFF
arguement shes baddest white girl shes trashher argur shes trash shes paid	NOT
rt  fuck mean macklemor trash nigger 	OFF
rt creepgawddess friend that hoe bore probabl depress	OFF
