,Text,Class
1984, year noth gop support trump surpris  disappoint surpris fucktrump  ,NOT
1985,realdonaldtrump lindseygrahamsc yet still know thatâ€™ said lindseyhasthevapor fucktrump mccainiswait,NOT
1986,england  india   icc balidan dhonikeepstheglov ,NOT
1987,thetrumptrain realdonaldtrump tri bot   fuckingtraitor trumpsupportersarefuckingmoron trumpisatraitor trumpsupportersaretraitor trumpsaninternationaldisgrac trumprussia fucktrump lockthemallup maga embarrass countri ,NOT
1988,  true indiansystem indinanlaw govern interconnect otherand fear rapist murdererdont know direct newindia,NOT
1989,bojo noshow mean hes nogo sure    borisjohnson govuk  lbc    toryleadershipelect toryleadershipcontest borisjohnsonshouldnotbepm borisjohnson borisdoesnotrepresentm  rorystewart  govern   news,NOT
1990,realdonaldtrump senatemajldr markwarn happi john mccain day truehero johnmccainday trumpisatraitor,NOT
1991,epic troll ðÿ˜‚ðÿ˜‚ handl continu give us best humor day gloomi pathet world cup rain winner  shameonicc  icc cricketworldcup ,NOT
1992, mr myogiadityanath seem like law n order made mockeri despic danger time ne n evri rapist dealt punish  rememb wudnt dare hey aint rarest rare ryt sc shame,NOT
1993,realdonaldtrump liar like u u go leav u  happen dickhead,OFF
1994,billcosbi kid know mani father despis fear exampl worst man rapist shutthefuckup,NOT
1995,realdonaldtrump orang menac realdonaldtrump side russia american institut trumpisatraitor putinspuppet gop lindseygrahamsc gopcomplicittraitor trumpisafraud trumpli impeachthemftraitor impeachdonaldtrump,NOT
1996,dhonikeepstheglov sport spirit   game great love countri,NOT
1997,fakedonaldtrump still feud mayor london  serious  idiottrump petti disgust failur human seem incap let anyth go  dumbasstrump impeachtrumpnow,OFF
1998,talk audac  doctorsfightback doctorsprotest doctorsstrik ,NOT
1999,assault doctor murshidabad medic colleg  savethedoctor doctorsstrik doctorsfightback,NOT
2000,sardanarohit doctor come road protest brutal west bengal  mamataoffici dictatorship challeng young rebel caus  savebeng doctorsstrik doctorsfightback  ,NOT
2001,prove imrankhanpti biggest hacker terroristnationpakistan ,OFF
2002,realdonaldtrump ha  look old  trump trumpisatraitor ,NOT
2003,tax break rich eh bori never would guess ðÿ™„ dickhead,NOT
2004,matthancock borisjohnson hang matt youâ€™v alreadi downgrad promis  indic paid  tl pledg soon aspir whatev itâ€™ll never happen itâ€™ anoth johnson nonsens borisjohnsonshouldnotbepm,NOT
2005,bori johnsonâ€™ nodeal brexit plan â€˜will trigger earli electionâ€™  top tori say attempt appeas hardlin mean coalit support leadership bid surviv autumn   borisjohnsonshouldnotbepm   putittothepeopl summerofresist,NOT
2006,doctorsfightback bengal govern tri protect  obvious kin patient affect must hit doctor arrest till  sudhirchaudhari sardanarohit republ,NOT
2007,doctorsfightback  sir srbachchan doctor india demand justic brutal assault kolkata doctor  respons help rais voic ðÿ™,NOT
2008,dianenodwel realdonaldtrump made ok nazi fucktrump hope spend next birthday one prison,NOT
2009,keep tweet guy icc puppet pakistan  shameonicc,NOT
2010,enough harass  still like unwelcom relat wont leav everyon let know still stay pleas go promis youll alon johnmccainday trumpisatraitor collus ,NOT
2011,work hard  tri hardest save great doctor never want bad result lost patient cri patient  trust god  decid get cure instrument  doctorsfightback didivsdoctor doctorsprotest ,NOT
2012,doctorsfightback    good job doctor     stay u ,NOT
2013,piec paper mccarthi use waiv around list known comunist fucktrump realdonaldtrump ,NOT
2014,dhonikeepstheglov urg proud indian viewer ground display poster balidanbadg pak match msdhoni jai hind,NOT
2015,realdonaldtrump senatemajldr markwarn doesnt mitch issu conflict interest secoftransport time impeachmentinquirynow trumpnatsecrisk trumpisatraitor trumpcollud trumpobstruct indicttrump ,NOT
2016,dipaksamanta yes dhonikeepstheglov,NOT
2017,salut love nation soldier  proud dhoni â¤ continu wear glove till lift world cup  stand msdhoni dhonikeepstheglov ,NOT
2018,meghanmccain mystifi cohost defend idiottrump bizarr ebola rant â€˜itâ€™  fear lifeâ€™  ,NOT
2019, randyresist leahntorr child embryo wow ðÿ˜ðÿ˜ babi toddler toddler preschool preschool kindergarten kindergarten older child older child teenag hear stupid argument acorn oak tree murder â˜¹ðÿ˜ž,NOT
2020,ivankatrump realdonaldtrump worst day live coward ruin america ever sinc  trumpistheenemyofthepeopl   trumpisafraud   trumpisatraitor   trumpisamoron   trumpisanationalsecuritythreat   trumpisacrimin   trumpisnotabovethelaw,OFF
2021,gop realdonaldtrump great ive gotten sever ticket show wip ass burnt  fucktrump,OFF
2022,well honest tim martin think  bojo advisor  borisjohnsonshouldnotbepm  ,NOT
2023,nuf said fucktrump notmypresid liarinchief ,NOT
2024,lie folk thatâ€™ kushner saudi arabia much saudi arabia help stage boat take bomb oil tanker iran noth boltonisbehindit nomorewar impeachdonaldtrumpnow trumpisatraitor ,NOT
2025,best johnmcainday day  ever      fucktrump   fuckthegop   fucktrumpsupport,NOT
2026,demand justic twinkl sharma  shame constitutionðÿ˜¶  rapist ko phasi,NOT
2027,say  olymp  china ccp genocid stopchina boycottchina stopgenocidechina  tibet freetibet savetibet uyghur freeuyghur saveuyghur  eastturkistan freedomforeastturkistan freemongolia freesouthmongolia ã‚¦ã‚¤ã‚°ãƒ«  ,NOT
2028,worst cricket world cup experi shameonicc,NOT
2029, find nicoleâ€™ killer yet ronâ€™ murder,NOT
2030,bcci rain tomorrow  anoth washout sad  shameonicc ,NOT
2031,bcci act world domin cricket board least appeal icc    request play therealpcb support jawan bccis respons cold time stand jawan bcci    dhonikeepstheglov,NOT
2032,doctor huge number protest cm mamataoffici kolkata   mamataoffici  govt threaten doctor result nationwid protest began     didivsdoctor westbeng doctorsfightback saturdaymotiv electionfact doctorsprotest ,NOT
2033,tweetmommybop parkermolloy pete whatev trumpâ€™ kind guy trumpisacheat trumpmustresign trumpisatraitor,NOT
2034,ronniesoak jmarkdodd tufferb jamesmelvill hope block â˜ðÿ» dickhead,NOT
2035,indiangokul narendramodi man complet nail mamata polit hypocrisi doctorsfightback ,NOT
2036,truth trumpisatraitor  canâ€™t wait seehiminhandcuff ,NOT
2037,also need address glare gap public health care system overse staffingfundingov work doctor iron issu    doctorsprotest doctorsfightback,NOT
2038,realdonaldtrump unlik absolut real physic act treason trumptreason trumprussia trumpisatraitor trumptraitor ,NOT
2039,erinburnett  trumpisatraitor said would listen foreign countri inform oppon whattrueamericandoesthat,NOT
2040,oh dear god bori cannot even employ decent hair dresser  charg appoint peopl key posit like defenc  blow dingi readi  last person spoke foreign minist got addit time borisjohnsonshouldnotbepm,NOT
2041,â€œmysteri paradis suspici death dominicanrepubl resort lead american travel cancel tripsâ€  new york daili news  â¦godomrepâ© serial murder  ,NOT
2042,pakistan team pray rain sunday india baap rock father day shameonicc ,NOT
2043,ðÿž¶ thank memori ðÿž¶ fucktrump ,NOT
2044,latest pic come uk    earli morn practic season player     shameonicc ,NOT
2045,dear ncpcr ministrywcd pleas take cogniz offens practic minor rapesurvivor famili organis feast villag victim famili victimis rajgarh dist madhyapradesh  need punish rapist import ,NOT
2046,show ur patriot ground pak indian happi wear glove dont behav like politician win true salut martyer  dhonikeepstheglov,NOT
2047,dhoni mr cool indian cricket forc remov glove  didnt say anyth  ambassador cricket entir nation behind decis       dhonikesaathdesh dhonikeepstheglov   ,NOT
2048,precollus  trumpisatraitor ,NOT
2049,randpaul found old gem   trumpisatraitor gop democrat berniesand aoc petebuttigieg ewarren ,NOT
2050,bizarroprisuta realdonaldtrump douchebag donnydeutsch reboot  nation democrat socialist worker parti amp fakenew msnbc w comrad morningjo amp float devic morningmika   realdonaldtrump presidenti,NOT
2051,doctorsfightback  core demand secur includ cctvs secur personnel restrict entri improv patientdoctor relationship  perhap counsel centr cm apologis dr swati dr priyanshu resid doctor associ aiim,NOT
2052,gavaskar sir proud son soldier serv motherland defenc lad person feel msdhoni put glove sign armi crest shame indiano true indian bare jaihind dhonikeepstheglov,NOT
2053,nation john mccain day   johnmccainday johnmccain fucktrump toilettrump ,NOT
2054,bori hide bori frighten rank amp file tori member fight ge hide down st win bbcpaper skypap toryleadershipcontest toryleadership borisjohnsonshouldnotbepm ,NOT
2055,icc cricketworldcup   bcci   tomorrow match  chanc wash    shameonicc ,NOT
2056,pambrundig     sbuchbind mathsgeist  nofascismmarch  pseudosudio ryconsean alaninnc   lillianvikingdk eztempo thank follow promis follow back need get follow list cull im work thank patienc trumpisatraitor,NOT
2057,cricnshow cricket world cup updat  ind vs nz  match call     shameonicc indvsnz ,NOT
2058,na speaker direct immedi arrest murder three real brother     appnew asadqaiserpti  naofpakistan    via appcsocialmedia ,NOT
2059,say im go say mani mani peopl say fucktrump  didnt say im quot peopl ,NOT
2060,halsey pay tribut assault lesbian coupl rip â€˜straight prideâ€™ parad london concert resist resisttrump fucktrump ,NOT
2061,duncan hunter wife plead guilti conspir husband use campaign fund person use resist resisttrump fucktrump ,NOT
2062,twitter â€˜researchingâ€™ whether allow white nationalist send racist tweet resist resisttrump fucktrump ,NOT
2063,yuvarajsingh yuaraj singh replac wold cup  ðÿ˜•ðÿ˜§ðÿ˜ÿ   india  viratkoh dhonikeepstheglov bcci,NOT
2064,marinahyd mps blind support loser borisjohnsonshouldnotbepm without evid ultim face elector think borisjohnsonmp worth lose seat parti mikegap,NOT
2065,read everyth dhoniâ€™ armi insignia glove    cricketworldcup  dhonikeepstheglov dhonikesaathdesh dhonikeepbalidaanbadgeglov,NOT
2066,atheistkrishna  icc shameonicc  icc want someth  fast result  one meet yamdut  ,NOT
2067,imagin patriot keep secret reach russia trumpisatraitor ,NOT
2068,aiim delhi doctor continu protest bengal violenc wear helmet viral photo   bengalburn doctorsfightback savebeng savethedoctor,NOT
2069,sequenc event    pic   mamata issu ultimatum strike doctor end strike within  hour    pic   amitshah  seek report    pic   mamataoffici  callðÿ˜‰    doctorsfightback    doctorstrik  ,NOT
2070,hp deskjet  singl function ink advantag printer    appli  coupon         doctorsfightback savebeng amazon flipkart deal dealoftheday amazingd offer discount jaishreeram modiforal,NOT
2071,vote johnson get jame clever pmqs everi week wheresbori borisjohnsonshouldnotbepm,NOT
2072,entir world know balidan symbol controversi  msdhoniglov  dhonikeepstheglov india cricket gautamgambhir news ,NOT
2073,puf debat borisjohnsonshouldnotbepm ,NOT
2074,toadmeist look desper attent crave fuckoff shitbag dickhead  ,OFF
2075,dhonikeepstheglov,NOT
2076,susan wright murder husband  stab  time buri patio     read   truecrim blog killer murder crime murder ,NOT
2077,mp  subhash chndra medic colleg     doctor schedul tribe communiti madhya pradesh beaten relat patient want upper cast doctor doctorsfightback doctorsprotest  ,NOT
2078,support doctorâ€™ movement violenc time show uniti fight physic violenc doctor let come togeth build healthi patientdoctor relationship  treatusashuman savethesaviour doctorsfightback standwithnr savedoctor ,NOT
2079,indiawithdhoni msdhoni also india wear ðÿ§¤or boycott cricketworldcup nation first concept  want   dhonikeeptheglov dhonikeepstheglov dhoni dhonikesaathdesh dhonikesathdesh  go f icc bcci,NOT
2080, mamataoffici happen attack arrest attempt murder  doctorsfightback,NOT
2081,oh donâ€™t know know fucktrump amp thisadministr,NOT
2082,dhonikeepstheglov  r proud u msd  ,NOT
2083,thejeremyvin base stori look forward borisjohnsonshouldnotbepm toryleadership piersmorgan cartoon caricatur comedypm jonathanpienew mcstinkdog wearedoom borisjohnson  ,NOT
2084,borisjohnsonshouldnotbepm  candid much better  tori tori never address problem uk face problem get much heartbreak wors brexit goe ahead ,NOT
2085,support doctor countri deserv better higher level appreci    take bow    savethedoctor  protectdoctor doctorsfightback narendramodi  amitshah doctorsstrik imaindiaorg indianmedassn mci neet indiandentalasn dentalcouncilpr,NOT
2086,ted cruz float anoth theori twitter censor conserv resist resisttrump fucktrump ,NOT
2087,   â€œwhether author classifi act â€œterroristâ€ depend almost entir carri didâ€  drmahahil fpif     terror bias antimuslim islamophobia ,NOT
2088,aiim doctor go strike import make point standwithdoctor violenc doctorsfightback ,NOT
2089,saw world cup open seremoni realis much icc prepar world cup enthusiasm england cricket shameonicc,NOT
2090,trump speech toneddown hes still critic democrat resist resisttrump fucktrump ,NOT
2091,vinodhansda    ask schedul world cup ecbcricket  know everi thing   shameonicc,NOT
2092,gop â€œjettison principl patriot amp honor american goodwil must run trumpâ€™ parti power amp ticket  â€” amp shun carri water countri need truthtellersâ€    trumpisatraitor  complicitgop ,NOT
2093, noth say god bless like get even   murder,NOT
2094,icc england team wear poppi  red flower symbolwhich honour war dead right collar shirt  first test india rajkot  dhoni stop wear symbol martyr  bcci dhonikeepstheglov   ,NOT
2095,espncricinfo rule meant broken guess icc doesnt even know power india soon know  dhonikeepstheglov,NOT
2096,piec shit like  follow ojsimpson murder,OFF
2097,oh god ðÿ¤®ðÿ¤®ðÿ¤®ðÿ¤®ðÿ¤®ðÿ¤®ðÿ¤®ðÿ¤®ðÿ¤®ðÿ¤®  ðÿ¤¡ðÿ¤¡ðÿ¤¡ðÿ¤¡ðÿ¤¡ðÿ¤¡ðÿ¤¡ðÿ¤¡ðÿ¤¡ðÿ¤¡ðÿ¤¡ðÿ¤¡ðÿ¤¡  borisjohnsonshouldnotbepm ,NOT
2098,alabama noth rapist    court order victim  allow visitationright goe jail    rapist creat children get noth    vicitim parentâ€”forc bare themâ€”go jail    alabama enforc sharialaw    ,NOT
2099,matter dhoni stand ground violat rule let bcci  announc indian paramilitari sponsor balidhaan insignia shirt entir team dhonikeepstheglov,NOT
2100,listen derangeddonald go germani bitch iran deal make shit venezuela heâ€™ alway right live fuck get mess fucktrump,OFF
2101,flyawayk unbeliev govern actual want let peopl die fuck despis trump crime syndic republican parti itâ€™ sicken fucktrump fuckthegop onmythirdb,OFF
2102,humbl request narendramodi pmoindia drharshvardhan rashtrapatibhvn take action wrong mamataoffici doctorsfightback doctorsprotest doctorsagainstassualt mamataoffici resign thequint arnaboffic republ officeofag,NOT
2103,msdhoni lt colonel  right wear balidan badg gloveindia proud msdhoni  dhonikeepstheglov,NOT
2104,shameonicc  new logo ,NOT
2105,happi johnmccainday true patriot celebr trumpisatraitor,NOT
2106,profootballtalk broke heart juic murder,NOT
2107,latenight think trump must confus collus resist resisttrump fucktrump ,NOT
2108,charli syke happyjohnmccainday shoutout ðÿ˜ƒðÿ'ðÿ» realtim fucktrump,NOT
2109,shameonicc sometim wonder even much technolog satellit servic still cricket abl modernis timesthi  serv eye open author weather umpir b talk point,NOT
2110,drag religi matter defend anoth point proper way   support dhoni fulli   hes pride countri   dhonikeepstheglov,NOT
2111,doctor cuttack district headquart hospit wear black badg express solidar counterpart protest violenc junior doctor west bengal doctorsfightback doctorsstrik ,NOT
2112,midst dhonikeepstheglov crisi myogiadityanath head ayodhya must say  itâ€™ deepli move see mani hindu seer templ town talk â€œ love lord ram â€œ hope issu resolv soon rammandir,NOT
2113,doctor jipmer pondicherri stand nrsmch strike today violenc doctor happen futur   savethedoctor doctorsstrik doctorsagainstassualt doctorsfightback ,NOT
2114,kthopkin goe isra news channel  announc new antimuslim documentari get taken former isra ambassador franc daniel shek show host highlight rise antimuslim hate crime uk  ,NOT
2115,rangzen peopl whatev possibl stop fake activist sabotag freetibet movement     tibetan humanright boycottchina dharamsala  tibetan dalailama tibetcaus ,NOT
2116,mother ruin three type mum like rais murdererâ€¦ one  mother doesnt alway know best rais son wont end kill score peopl fit rage sexual frenzi ðÿ´ó §ó ¢ó ³ó £ó ´ó ¿ ,NOT
2117,icc doesnt plan chanpionship trophi plan show  team raini season look like england shameonicc,NOT
2118, happi opportun tell mephit shitrend soulless ball sac  murder,OFF
2119,dhonikeepstheglov ironi  swine india also say rule rule idiot fact icc unnecessarili politicis rais issu,NOT
2120,blackmediagrp realdonaldtrump said lost shit boy still cant wrap mind around kid amp love one went im proud hell  stand ground âœš disgust took long true justic amp compens fucktrump,NOT
2121,stori simon magus bibl act     follow modernday simon magus sorcer exampl    david blain celebr magic compil       perfum stori murder    ,NOT
2122,icc doubl standard allow player pray field rule  bcci dhonikeepstheglov ,NOT
2123,funni video conserv pundit awkward critic metric system resist resisttrump fucktrump ,NOT
2124,total wash due rain reason u r fuck guy  u r keep world cup england  know develop countri  sport full unhappinessso go sit room watch tv that work u r alway shameonicc mother fuck,OFF
2125,idiottrumpâ€™ federalbudget deficit skyrocket  billion month may   maga trumpsworsethannixon,NOT
2126,wpmotclass thing never chang repost profthuggi whatâ€™ piss today shittiest person world jr donaldtrumpjr donnietrump fucktrump trophyhunt trophyhunt cobrakaiâ€¦ ,OFF
2127,stop ðÿ'ðÿ¼givingðÿ'ðÿ¼ojðÿ'ðÿ¼attentionðÿ'ðÿ¼ murder,NOT
2128,new logo world cup design icc shameonicc ,NOT
2129,billion cricket fan wait four year watch rain england shameonicc icc bcci  ,NOT
2130,sencorygardn natureorg lame wherescori photo op becom like parodi account given rome burn tweet  senatorbennet senschum copolit trumpisatraitor ,NOT
2131,barber club black charcoal peel mask honey             doctorsfightback savebeng amazon flipkart deal dealoftheday amazingd offer discount jaishreeram modiforal,NOT
2132,even havent crash market bankrupt casino know nation debt time high dont reimburs peopl loan money trumpisatraitor donthecon ,NOT
2133,india listen sane voic right listen media forc team boycott world cup    dhonikeeptheglov dhonikeepstheglov dhonikeeptheglov dhoniglov dhoni ,NOT
2134,prison would good toryscum murder  grenfel  ,NOT
2135,newswestbeng doctorsfightback  doctorsprotest india  junior doctor telangana hold protest support west bengal doctor  india today  westbeng,NOT
2136,well done thank ofocbrexit   confus bori johnsonâ´ bluster  weâ´v translat launch speech donâ´t  borisjohnsonshouldnotbepm ,NOT
2137,truth russia love ðÿ¤£ fucktrump ,NOT
2138,raptor  nba kind wait meal presid go offer bet life bigmac    fucktrump,NOT
2139,pm achiev  object set remain  rahulgandhi embark upon fulfil mk gandhi fail done rahul achiev congressmuktbharat ,NOT
2140,trumpisatraitor   end ,NOT
2141,gop impeach donald trump    itmfa  complicitgop  fucktrump,OFF
2142,johnmccainday thank fund rais promis obamacar repeal republican voter screw decid import put first screw trump person vendetta    preciat americafirst douchebag ,NOT
2143,say shameonicc pleas look ground england imagin difficult design cover ground weird shape ,NOT
2144,look like rain grant chivalri icc board arrang shikhar dhawan one enjoy  indvpak arrang shameonicc,NOT
2145,fuck trump fucktrump ,OFF
2146,realdonaldtrump marshablackburn happi johnmccainday   trumpisatraitor   guiltyassin  whoremong  liarinchief   derangeddonald   billiondollarlos   lowiqtrump  draftdodg   presidentbonespur  aryanagentorang  nervousdonald,NOT
2147,profootballtalk  better watch head murder,NOT
2148,dear icc   focus match venu dhoni glove    icc bcci englandcricket  indvnz engvwi shameonicc  rainstopsmatch    england raini weather put damper cricket fan mood â˜”ï¸  ,NOT
2149,chandnijafri kid rapist given capit punish ,NOT
2150,isupportsarabjeetsingh yeah fuckdelhipolic ðÿ–•,OFF
2151,imranhataomulkbachao inshaallah support chairman bbhuttozardari asifzardarippp everi protest awamdushman nalahiq niazi ,NOT
2152,icc tri best stop dhoni show love armydhoni retali donat one year incom indian armi  dhonikeepstheglov dhonikeeptheglov dhonikesaathdesh,NOT
2153,doctorsfightback     parent reaction doctor return home safe bengalðÿ˜‚ðÿ˜‚ðÿ˜‚ ,NOT
2154,nataliejharp joebiden realdonaldtrump fridayfeel   blame joe biden  prove youâ€™r truli deplor  best luck  fucktrump fuckthegop fucktrumpsupport  democrat healthcar plan  republican dontcar plan ,OFF
2155,stand msdhoni infact indiastandswithdhoni  dhonikeepstheglov   indiastandswithdhoni ,NOT
2156,ðÿ'‰ tripura doctor protest solidar doctor west bengal    doctorsfightback  ðÿ'‰   atgdaoffici sanjayswadesh choudhurykanak  talkanderson jasbjp satyanewshi  adbjp trunilss ,NOT
2157,saquibim sardesairajdeep msdhoni rule refer rule namaz play ground    understand feel    biasedicc dhonikeeptheglov indiastandswithdhoni dhonikesaathdesh dhonikeepstheglov dhoniglov,OFF
2158, narendramodi man complet nail mamata polit hypocrisi doctorsfightback ,NOT
2159,medcrisi thank medcrisi cover year work condit govern run hospit remain alumni kolkata feel sorri medic friend senior junior arjunkg sauravchmd support doctorsfightback,NOT
2160,yo fuuuuuuuuuuuuuuuuuuuuuuuuuuuuck trump  yall presid trash  impeachtrump   fucktrump ,OFF
2161,belgian backpack reveal gumtre rapist lure shed kept hostag  jun    et ,NOT
2162,dear icc pleas dont forget bcci father    somind busi    better umpir    dhonikeepstheglov dhonikeepstheglov,OFF
2163,billion cricket fan wait four year watch rain england shameonicc ,OFF
2164,man jamesclev matthancock trussliz think make great pm fuck sake god help us  borisjohnsonshouldnotbepm toryleadershipcontest    ,OFF
2165,icc icccad bcci   poorest manag    need chang venu  pleas take look geograph  environment condit  glove  shameonicc,OFF
2166,protest  ardpgim    doctorsfightback doctorsstrik doctorsagainstassualt     httweet ,NOT
2167,nation demand justic twinkl sharma  watch live sudarshan news bindasbol    twinklesharma    justicefortwinkl     justicefortwinklesharma     pakvsl    dhonikeepstheglov    dhonikesaathdesh    indiawithdhoni    ,NOT
2168,âš¡âš¡ mck     mass resign begin rio faculti member said entir dept file mass resign  pm file resign director offic stand complet solidar protest   doctorsfightback   savethedoctor ,NOT
2169,realdonaldtrump look like somebodi doesnt understand treason    trumpisatraitor trumptantrum impeachtrumpnow,OFF
2170,racisttrump retweet antimuslim extremist amp get exact deserv trumpisatraitor  ,OFF
2171,dictat love stupid popul right trumptrain     trumpisatraitor     ,OFF
2172,less deserv    bori johnson boorish johnson call unfit next prime minist     toryleadershipcontest  lobbyhust borisjohnsonshouldnotbepm borisischicken ,OFF
2173,labour mp wes street list twitter various occas bori johnson made fantasi claim broke promis launch expensiveâ â€˜van projectsâ€™â a mayor london time factcheck bori johnsonâ€™ mayoralti  borisjohnsonshouldnotbepm  ,OFF
2174,noth wrong wear proud badg icc consid dhonikeepstheglov,NOT
2175,basic borisjohnson tell truth tell truth made promis came nowher close deliv seem care motiv unlik welfar borisjohnsonshouldnotbepm ,OFF
2176,ima announc strike note date  june ultimatum given  mamtabanerje  hour  would like inform go beyond time limit  readi  doctorsonstrik  doctorsfightback   ðÿ'¨â€âš•ï¸ðÿ'©â€âš•ï¸âš•ï¸ ,NOT
2177,newsweek uh   fucktrump  thought hed make big intent lose money expos conman us knew two asshol either con conmen,OFF
2178,msd glove row stick iccâ€™ rule       thank msdhoni follow rule keep cricket exact sport    desh bhakti dikhanek aur bhi tareek hai      dhonikeepstheglov,NOT
2179,moneycontrolcom peopl think rohit steal show  dont know happen ðÿ˜ðÿ˜ðÿ˜ dhonikeepstheglov       ,NOT
2180,doctorsfightback trend number  twitter    took half decad write post blogger plead doctor social media final see one moment twittervers support doctor protest violenc ,NOT
2181,doctorsstrik chief minist mamata banerje extend oliv branch doctor invit meet saturday end stir  savebeng doctorsfightback   ,NOT
2182,fucktrump  anoth oneri dem ,OFF
2183,mard spokesperson deepak mund  said govern need spend healthcar        mumbainew doctorsprotest savethedoctor doctorsfightback,NOT
2184,msdhoni stand u dhonikeepstheglov,NOT
2185,india went play world cup war better follow rule icc stay away controversi focus game    bcci balidanbadg dhonikesaathdesh dhonikeepstheglov,NOT
2186,icc mrfworldwid world cup  ban  ðÿ˜¡ðÿ˜¡ rain rain rain motherfuckerr icc   shift world anoth countri ban world cup  ðÿ˜¡ðÿ˜¡   shameonicc ðÿ˜¡ðÿ˜¡,OFF
2187,progress group want dem investig kavanaugh perjuri    gangrap christineblaseyford brettkavanaugh rape rapist brettkavanaughrapist    ,OFF
2188,flotus would better  orgasmic pornhub firstladydoesdalla freeblowjob fucktrump classi resist trumptantrum jackieo lookmomnohand skillsandthril voteblu deepthroatchampion disneyland ,OFF
2189,time win  guessandwin    omg  know hereðÿ'‡ðÿ'‡ðÿ'‡    dhonikesaathdesh indiawithdhoni wwessd dhonikeepstheglov   samsung saturdaymorn saturdaymotiv  bharatblockbust amazonin slvpak,NOT
2190,farewel sarahhuckabeesand lie asshol potus never miss gladyourgon fucktrump,OFF
2191,mahendra singh dhoni love nation arm forc soldier intact truli commend nation hero one repres countri better stand msdhoni  dhonikeepstheglov dhonikesaathdesh   indiawithdhoni   indiawithdhoni ,NOT
2192,pleas read amp retweet reach maximum peopl      savethedoctor savebeng doctorsstrik doctorsfightback ,NOT
2193,onlineshoppe cube float wall shelf set                     doctorsfightback savebeng amazon flipkart deal dealoftheday amazingd offer discount jaishreeram modiforal,NOT
2194,  ivankatrump trumpisatraitor sick fks,OFF
2195,proud paramilitari forc proud dhoni  dhonikeepstheglov ,NOT
2196,ani pull world cup    dhonikeepstheglov,NOT
2197,realdonaldtrump happi birthday racist dumbass iâ€™m taco lunch honor hereâ€™ pictur favorit senat trumpisatraitor trumpsuck ,OFF
2198, that realli clever  ever thought write someth dickhead auspol,OFF
2199,yesterday  congress  blood donat necessari blah blah blah   today   congress  snub injustic doctor wb   shame u call nation opposit   thuuuuuuu congress westbeng doctorsfightback doctorsprotest   soniagandhi rahulgandhi priyankagandhi,OFF
2200,win cardiff      engvban england bangladesh englandfan  dhonikeepstheglov dhonikesaathdesh indiawithdhoni wwessd  nationalfishandchipday frenchopen loveisland  riseofthetig bcb,NOT
2201,indvaus ausvind dhonikeepstheglov      els     like well ,NOT
2202,dickhead fuck kim jong un alreadi amp get chest  ,OFF
2203,indvaus balidanbadg glove balidan feel msdhoni dhonikeepstheglov icc prevail   jo bhi ho india want victori ausvind match indiawithdhoni meninblu ,NOT
2204,offici press releas savethesaviour movement demand resum duti     doctorsfightback savethedoctor savethesaviour ,NOT
2205,today bigger question cricket fan mind win indvsaus match glove msdhoni use dhonikeepstheglov msd   bcci icc,NOT
2206,realli like certain celebr come antivaxx ðÿ¤¦ðÿ½â€â™€ï¸ embarrass jessicabiel dickhead,OFF
2207,hmoindia  amitshahoffic     bcci brought goi control full corrupt compromis coward sake money alway let us patriot fail take icc headon matter nation pride shame dhonikeepstheglov,OFF
2208, assang rapist  ,NOT
2209,shit sherlock fuckfacevonclownstick want impeach  itâ€™ attent play â€œpoor meâ€  fucktrump ,OFF
2210,get bigger  dr plaban mukherje first cardiologist carri success heart transplant govt medic hospit india amp east india resign  savethedoctor doctorsfightbackâ€¦ ,NOT
2211,day remind world realdonaldtrump abort fucktrump iâ€™m fuck flotus whore fuck piec birth abort,OFF
2212,offiic press releas doctor   savethedoctor  doctorsfightback republ timesnow mirrornow indiatoday ,NOT
2213,sit ass  tape finger ducttap mouth  throw cage immigr  problem solv  vision  america free trump  darn woke  dem noth  fucktrump fuckgop fuckcivil impeachmentinquirynow ,OFF
2214, narendramodi oye islam cricket council aka icc ban thing watch video    also stop eat lay chip time construct work     dhonikeeptheglov dhonikeepstheglov dhonikesaathdesh dhoniglov iccworldcup iccversusindia ,OFF
2215,love london thank support fucktrump trumpvaginaneck impeachthemotherfuck ,OFF
2216,good initi taken advtahirsdpi file pil mansoor khan founder director ima group  may allah help brother advtahirsdpi may everyon get hard earn money back    imajewel imafraud ima imafraudcas    ,NOT
2217,hold scalpel oper cure  gun treat mankind insecur    give painkil reduc pain wound make blood stain cure secur serv true nationalist   doctor terrorist    doctorsfightback,NOT
2218,embassi worldwid defi trump amp fli pride flag without permiss gotta love fucktrump attitud ,NOT
2219,fucktrump break trump assert execut privileg block access census documentsâ€“presid donâ€¦ via politico io ,NOT
2220,ralli held across us tomorrow impeach realdonaldtrump check local grassroot detail prove toler hatr crippl countri impeachtrump  fucktrump notmypresid collus traitor crimin ,OFF
2221,tweet syria pari   doctor countri    shame cm bengal injustic doctor normal public silent  doctorsfightback savethesaviour ,NOT
2222,doctor resign    peopl die without proper treatment  poor   rule govt threaten whatev want  central govern silent bcz vote  savebeng doctorsfightback,NOT
2223,find wear à¤¬à¤²à¤¿à¤¦à¤¾à¤¨ badg objection  long toler whimsic dictat msdhoni ji plz dont bow india stand u wont stop respect thing bring us pride   dhonikeeptheglov dhoni dhonikeepstheglov balidanbadg ,NOT
