Text	Class
happen bengal anoth wist exampl intoler besidescas wrong treatment doctor case fals allegationsbcz  case cant ignor  kind violenc junior doctor unaccept complet  doctorsfightback 	NOT
ima amp associ doctor hound year brdoxygentragedi without fault doctor need stand matter assault power  doctorsfightback doctorsprotest	NOT
cmon matti youâ€™v chatti twitter late tell corpor tax cut put money prospect custom pocket champ dickhead   mathiascormann 	OFF
tajinderbagga mamataoffici zeenew republ abpnewshindi thenewshour  jansatta drharshvardhan narendramodi amitshah kailashonlin doctorsfightback getwellsoonmamatadidi    mamata didi strip doctor digniti expect noth  play peopleâ€™ live sheer arrog    	NOT
ani karthikthiru woman mamatabanarje contend pm post imagin fate india destini conspir elev delhi doctorsfightback	NOT
near enough replac got rid last  year youv train  yrs brexit leav enough money pay	NOT
england toss decid swim first ðÿ˜  icc shameonicc 	OFF
realdonaldtrump dont friend  fucktrump resist vetsagainsttrump johnmccainday	NOT
let allow trump bulshit baltimor divert us fact epstein good buddi  parti togeth young girl mani probabl underag forget direct indirect collud russian fucktrump	OFF
icc tri control dhoni glove vs icc decid world cup match  shameonicc   icccricketworldcup 	OFF
lovesong  prayforpari leonard cohen    hallelujah      song bataclan parisattack	NOT
usa got involv el salvador muslim countri  	OFF
tournament longer reserv day lame excus shameonicc simpli plan next day reserv day could two match day tournament	OFF
muslim mate thing itâ€™ sister brother sex pleasur pleasur 	OFF
nomoretukdetukd  even one person gone jail tukd tukd slogan syedasimwaqar aimim spokesperson uttar pradesh govern ordin antin activ campus republ   asadowaisi	NOT
remind view bori johnson father exspi irish border irish        borisjohnsonshouldnotbepm brexit	NOT
cabodud palmerreport quack quack quack  blablabla  boohoohoo     fucktrump   veteransagainsttrump	NOT
bjp govern promis scholarship minor hollow jumla   perhap yogi led govern  explain veil attack urdu languag madrassa syedasimwaqar	OFF
proven mamataoffici support terror mob favor chang demographi bengal cm zaddi work like hitler doctorsfightback bengaldoctorsstrik hitlerdidi  mamatalosingcontrol mamatabanarje mamtafrustr 	OFF
cricket world cup swim world cup    shameonicc  	NOT
flight lanzarot  pilot said wale  itâ€™ bantz lad dickhead 	OFF
could tom amp rori show     got get rid eleph room     borisjohnsonshouldnotbepm   corbynmustgo   bollockstobrexit 	NOT
nratv dloesch u film u made walk scene mass shoot dead children present uncov bodi torn apart gun tell us belief profit life  murder	NOT
easier live pain sorrow rather live disgrac	NOT
cant come soon enough  ðÿ˜œ  fucktrump  impeachthemf 	NOT
f cking hell lad youv got chanc westminst want pitch elsewher ge let remain take	OFF
fyi street twice year tyranni mamata first bhobisyot bhoot pull theatr second nrs doctor went indefinit strike never saw parno mitra anjana basu protest	NOT
cricbuzz im quit sure would beaten hell meninblu   perform low profil team doesnt make rockstar         shameonicc	OFF
icc  insult nation prideâ“    msdhoni   dhonikeepstheglov	NOT
us embassi rome pride  fucktrump  	NOT
west bengal mamata banerjeeâ€™ fiefdom crumbl first doctor teacher take street state author  	NOT
almost fatherâ€™ day want hug dad canâ€™t even get fucktrump	OFF
muslimnnmi food businessnmi dress busi nmi faith busi nmi marriag busi nmi prayer businessnni dont poke busi dont poke busi thank	OFF
fuckâ€™ sake yâ€™all harass whini orang taint smear fucktrump impeachdonaldtrumpnow 	OFF
knittinglinda malcolmn part hitler youth leagu expect fucktrump orangefoolius bebest maga americafirst asshat	NOT
india  time bigger unit kingdom uk spend  health still underfund india spend mere  gdp amd blame doctor everyth that wrong system     doctorsfightback doctorsstrik	NOT
  hey douchebag hereâ€™ psa ðÿ–• 	OFF
good icc realis folli want bcci explain whether dhoni glove carri kind polit messag hope shashank manohar give stand dhonikeepstheglov	NOT
kennedyn thought minut name prickard thought yepthat explain intellect put glass realiz hes douchebag	OFF
blackmail professor parent wont stop us ask belong us  doctorsunderoppress  doctorsfightback  doctorsuderpress  help	NOT
tgeffen darwinwoodka lucasroman  realdonaldtrump destroy countri need drag ugli orang root piss impeachtrump fucktrump	OFF
bbc news ask â€œwhereâ€™ borisâ€  clever â€œheâ€™ busi gain support member parliament peopl voteâ€    ie public opinion irrelev would bother tri convinc us heâ€™ right leadership   borisjohnsonshouldnotbepm	NOT
 happyjohnmccainday johnmccainday  john mccain  war hero presid pinocchio realdonaldtrump draft dodger  traitor trumpisatraitor 	OFF
realdonaldtrump caus market volatil  market fall  elect thank set american back  wish obama still presid impeachtrumpnow trumpisatraitor resist trumpresignnow 	NOT
r u msdhoni u r present religi polit parti stadium u r pride india dhonikeepstheglov 	NOT
impeach arrog piec shit fucktrump 	OFF
fuck iccðÿ–•ðÿ–•ðÿ–•ðÿ˜ u want finish wcbi give  ptsthen u know good bad team  icc iccmediacomm cricketworldcup  shameonicc	OFF
happi john mccain day fucktrump	OFF
anger toward toward icc  collaps societi     dhonikeepstheglov 	NOT
name islam room disgrac injustic women pakistan  ø§ø³ù„ø§ù…ûœù…ø¹ø§ø´ø±ûú©ø§ù‚ûœø§ù…	NOT
realdonaldtrump boom like fake attack japanes ship incompet tv watch old nasti liar way get ðÿ„up whereâ€™ eric princ wagthedog trumpsconcentrationcamp trumpisatraitor noiranwar impeach	OFF
barack obama freestyl trump diss mixtap     mmmfreestyl obamafreestyl trumpdiss barz freetayk thuglif barackobama donaldtrump fuckdonaldtrump fucktrump 	NOT
unfollowtrump happi johnmccainday fucktrump 	NOT
adamkinzing futzpuck  warmongeringass  dickhead  zerocred  wouldnotknowthetruthififwereslappedupsideyourstupidfac  hahahatrumppickedawomanforairforcesecretari  notyoulol  yousuck  votebluenotyou   lol stonekettl know putz  barbarabennetnotyoufutzpuck 	NOT
odisha doc hold protest support agit doctor    doctorsfightback  savebeng 	NOT
johnmccainday thank fund rais promis obamacar repeal republican voter screw decid import put first screw trump person vendetta    preciat americafirst douchebag 	NOT
trump depart press peopl sound like terribl morn zoo show your back sarah spici mooch caller  phrase pay win  ticket  door  sarahhuckabeesand seanspic themooch fucktrump	NOT
cannot understand gop continu turn blind eye traitortrump continu support admit illeg action win cost gop sold soul nomin trump make profit resist trumpisatraitor	OFF
want know  thank aoc ask question   fucktrump bebest orangefoolius 	NOT
realdonaldtrump fraud occupi oval offic fraud crook swindler taxevas moneylaund traitor liar rapist childmolest cheater grifter pervert sexualdevi	OFF
yes true favour terroristnationpakistan  	OFF
matthancock great reason dissolvetheunion  borisjohnsonshouldnotbepm 	NOT
hillaryclinton imagin famili member bengahzi victim felt blood hand murder ðÿ‡ºðÿ‡¸ðÿ‡ºðÿ‡¸ðÿ‡ºðÿ‡¸ðÿ‡ºðÿ‡¸	NOT
trump keep say heâ€™ â€œjokingâ€ make comment like heâ€™ plant seed mind cult follow dismiss constitut twoterm limit presid trumpisatraitor 	NOT
gandinaaliabus unhappi modiji call name ask leav countrywari pathan first leav along owaisi wont find place live world everyon reject hypocrat like	OFF
way rain india match along deserv countri also dont think england work realli hard make top  poor english icc shameonicc	OFF
oh come actual think give two ireland delud  biggest weapon refus negoti oh well respons decis respons impact ireland	NOT
  thedailybeast fair jamalkhashoggi mbs duplicitousscumbag murder  way saudi also fund terror  afghanistan taliban alqaeda lashkaretaiba let alnusrafront  power amp religion sunni vs shia  yemencantwait  yemen   nomorewar	OFF
newstrack    msdhoni true patriot like celebr girirajsingh   msdhoni girirajsinghbjp mahendrasinghdhoni dhonikeeptheglov dhonikeepstheglov dhonikesaathdesh     	NOT
isi tore across iraq  shot behead yazidi thousand women reserv separ fate instead death given sex slave fighter abus trade like chattel wrong muslim faith obama didnt help	NOT
violenc form subject anyon wrong anyon recal ima speak kid die brd gorakhpur due lack oxygen amp ajay bhist govt arrest doctor hide shortcom     doctorsfightback    	OFF
corner piec mind find look reason  pass unhealthi treason trumpisatraitor 	NOT
incindia know whoâ€™ power hungri havenâ€™t forgotten vile woman pvnarasimharao legaci congressmuktbharat	NOT
ðÿ¤¬ðÿ–•donâ€™t douch cano ðÿ˜ ðÿ˜–        douch douchebag douchebag doucheflut douchecano douchebaggeri douchefan douchehound douch doucher douchebagselfi 	OFF
india toss nd choos bat first   india pay play    hope ki  cross kre india aj  indvaus   dhonikeepstheglov 	NOT
timothyloehman anyth man liar murder  cleveland clevelandpd clevelandpolicedepart notorehir disgracetohuman  continu justicefortamir ðÿ'ªðÿ¾ 	OFF
nope one even listen npr play quot immedi shut fucktrump 	OFF
shameonicc organis import tournament time half match get wash away 	OFF
 come soon confess guilt kill pay civil debit rob pretend still love murder alway rememb man got away murder juic  nicolebrownsimpson   rongoldman   murder	OFF
fuck fuck borisjohnson 	OFF
divers men solid slim fit formal shirt pack             doctorsfightback savebeng amazon flipkart deal dealoftheday amazingd offer discount jaishreeram modiforal	NOT
might done better dinner leader one parti night mr prime minist     doesnâ€™t exact scream imparti	NOT
woman thought someth make muslim women empow piti nd feel sorri    sc declar illeg didnt stop practic law ensur muslim women dont suffer plight	NOT
dickhead week    pplater clock  speed limit south  australia one worst speeder state  year  patrol nab  man alleg go   	OFF
 beach call weekend alreadi begun celebr    happyjohnmccainday   trumpisatraitor   votebluetosaveamerica 	OFF
unusu time call unusu act time seven empti seat westminist sat	NOT
jontaff miss last  minut guy douchebag	NOT
give award biggest chutiya among two chutiya    rt  chutiya sanjaymanjrekar   like  chutiya sumitkadei     vote goe samosewala 	OFF
indvsnz toss likeshameonicc 	NOT
doctorsfightback cant mamta govt promis prob lynch happen hospitalfil fir catch resolv matter mani patient suffer situat get wors instead silent sure blame current center	OFF
samstein woodruffbet  bullshit fucktrump truth resist	NOT
citrushitl admit would will compromis elector sovereignti countri purport presid anger american  open treason insult everi person fought defend institut    fucktrump	OFF
extraordinarili compassion generous progress decis imrankhanpti rest world turn away refuge pakistan embrac    hope imran khan eventu grant citizenship afghan bengali refuge    refugeesarewelcom 	NOT
npasredhil npashq npashawarden npascarrg ok know whowhat look  npas culcheth murder missingperson prisonbreak escapedprison alien polarbearwithchlamydia policechas serialkil	NOT
icc god give today tomorrow ask us remov sacr thread worn player religion hand neck   dhonikeepstheglov   dhonikesaathdesh   isupportdhoni	OFF
oh ol uncl col steal michael estat could save tiger right    nonsens liar colindiamond thief murder mafia followthemoney michaelhutch mystifi inx tigerlilyhutch tigerhutchencegeldof 	OFF
rohit sharma score  muslim nation    peopl say hindu terror bhagwa atankwadðÿ˜‚ðÿ˜‚  hinduphob   hinduphobia   terroristnationpakistan   indiavspakistan 	OFF
want wish great man wonder dayhappyjohnmccainday  also happyflagday iâ€™d like take time also say fucktrump	NOT
 stfu murder realli wish would disappear get public arena  peopl life may scare star struck ass kisser may care us  stupid notic    neverforget   nicolesimpson  rongoldman	OFF
wear balidan logo ðÿ˜â™¥ï¸prefer indian indian say wrong ðÿ˜•  use hashtag support dhonikeepstheglov ðÿ‡®ðÿ‡³ ðÿ™ðÿœ¹  msdhoni icc 	NOT
doctorsfightback disagre fr special protect doctorsmamataoffici given dem confid dat r safe wball citizen r protect law dat itassualt doctor b investig amp lenienc frm doctor perspect al b investig kolkata case	NOT
borisjohnson polit equival get tattoo your drunk seem fun amp harmless time get embarrass annoy eventu end resent amp realis go pain get rid   borisjohnsonshouldnotbepm	NOT
marathareserv alway rememb bombay high court previous struck lack empir evid howev time itâ€™ upheld reserv educ muslim backward cast order bring communiti mainstream	NOT
drdenagrayson davidmweissman good guy murder sound psycho societi less safe keep street pleas	NOT
arrrggghhhh absolut rage guilt trip  year old boy spend time cos gf wash give one one time absolut livid twat dickhead ðÿ¤¬ðÿ¤¬ðÿ¤¬ðÿ¤¬	OFF
ye hain bankey bihari  ye  juli ko hi bharte huay hain troll armi mein   inki bhasha dekhiy  maa baap se bhi ye shayad ais hi baat karta hoga   kaash ye shakha ki jaga school gaya hota   may maa durga eas pain achiev anyth except trollship life 	NOT
tazaryach home douchebag	NOT
ban real consequ split famili apart destroy refuge resettl program  trump want end complet  â€¦ demdeb repealtheban nomuslimbanev	NOT
hindu muslim anyon els rapist punish without delay must room discuss defend issu indianfirst	NOT
realdonaldtrump trump      good    trumpisatraitor 	NOT
donâ€™t understand militari insignia equat prayer offer field understand want dhonikeepstheglov donâ€™t bring prayer controversi    also like vinod rai said â€œitâ€™ nonissueâ€ let like pleas	NOT
im sorri bori johnson cant bother turn debat lot shouldnt run indic attitud life get away everi time    borisjohnsonshouldnotbepm	NOT
realdonaldtrump watch doc skinhead  mascot  embolden racist respons alongsid crime  resignindisgrac racist mysoginist homophob rapist liar traitor	OFF
etsi shop trump nixon covfef crook presid tshirt  cloth shirt trump nixon presid protest impeach resist fucktrump taxday muellerreport lindseygraham barrhear barr barrcoverup impeachbarrandtrump impeachtrumpnow 	NOT
 doctor alreadi resign bengal    nrs   sskm   nation medic colleg   rg kar   north bengal colleg   murshidabad   rampurhat   burdwan     doctorsfightback savethedoctor	NOT
 pos need lose cocki self assur fake smile murder  peopl convict felon sicken see smarmi loung act yet murder	OFF
noteban mamata banerji made vocifer protest death peopl kolkata  day doctor strike arrganc sky touch ego  peopl die repent part tmc parti	NOT
cricket like sunil gavaskar world cup everyth shame   let team win world cup dont care care pride self respect armi  nation first  sardanarohit   icc bcci cricketworldcup iccmediacomm msdhoni   dhonikeeptheglov dhonikeepstheglov 	NOT
indiawithdhoni dhonikeepstheglov   need hour trend itâ€™ matter honour n racist mental icc rule rule rule	OFF
definit minor    paramet identifi minor    minor state    onelawoneconstitut campaign launch  juli  india gate    pl join famili  friend     à¤à¤•à¤µà¤¿à¤§à¤¾à¤¨à¤à¤•à¤¸à¤‚à¤µà¤¿à¤§à¤¾à¤¨ à¤®à¤¾à¤‚à¤— à¤°à¤¹à¤¾ à¤¹à¥ˆ à¤¹à¤¿à¤‚à¤¦à¥à¤¸à¥à¤¤à¤¾à¤¨	NOT
becausedouchebag 	NOT
desir respect law must first make law respect  doctorsfightback	NOT
watch live pm borisjohnson talk vision rebal power growth product across uk 	NOT
la la la lala   la la la lala	NOT
jesus suffer fuck hunt johnson hand everyon shit load chao ed miliband chaoswithedmiliband  toryleadershipcontest brexitshambl borisjohnson 	OFF
never doctor know even one  embarrass matter hype  prayforpari violent amp sick enough believ doctor deserv get    asham  doctorsfightback istandwithnr	OFF
msdhoni stand u dhonikeepstheglov	NOT
tweet syria pari   doctor countri    shame cm bengal injustic doctor normal public silent  doctorsfightback savethesaviour 	NOT
zomato articl mine tribut courag valu shown compani founder deepigoy   may usher new era sensibl saniti thank zomatoin    â€¦	NOT
paulwaugh borisjohnson borisjohnson show coward cant debat live format lie broken promis hes made like chang wind  ifnotgetagripmanupandgetoutthereandtellusotherwiseitsallballsandnottobetrust  borisjohnsonshouldnotbepm	OFF
pakistan india face icc favour bcci aka team india india play pak pak automat earn point everi team differ number match isnt biased credibl championship	NOT
realdonaldtrump fuck go fuck piec shit someon get asshol jail cell birthday impeachtrumpnow fucktrump dickstaindonald derangeddonald 	OFF
marshablackburn tennessean disgust action trumpisatraitor	NOT
one whos observ none england match abandon due rain plan locat select   well play england couldnt win legitim way   shameonicc   	NOT
uranus spring mind reason read twump tweet  douchebag 	NOT
realdonaldtrump impeach amp jail trumpsaninternationaldisgrac trumpistheenemyofthepeopl trumpisanationalsecuritythreat   trumpisatraitor trumpisacrimin trumpobstructedjustic	NOT
marchingcamel douchebag wick seed tigray illegitm citezen isia extrem hate toward eritrean know daze confus slave bed previous ethiopian emperiord want crush eritrean good scumbag	OFF
rememb real presid white hous ah day maga foxnew gop realdonaldtrump fucktrump  via youtub	OFF
guilti hellðÿ˜¡  murder 	NOT
lynch doctor ok liber awardwapsi gang pseudosecular n polit parti doctor vote bank care doctorstrik doctorsfightback doctorsprotest profession support ur caus	NOT
dont need check date birth  rapist   india 	OFF
look sweeti itâ€™ simpl jain ask veg food get non veg complain itâ€™ zomatoâ€™ duti address problem person deliv food zomato within right say fuck case halal food simpl na	OFF
warner brother teenag mutant ninja turtl  special edit  sign petit  via chang tmnt nickelodeon sistercompani  nbafin aqachemistri tuesdaymotiv nintendodirect redlin newlin  resist fucktrump	NOT
amrind singh malhi presid rda  aiim resid doctor back work continu symbol protest wear black badg bandagesamphelmet condit worsen go indefinit strike june    doctorsfightback 	NOT
still best choic mukhya mantri congratul azamgarh win 	NOT
citynew twitter think hes done quit enough alreadi murder ojsimpson	OFF
major fake news muslim ban countri terrorist oper mexican rapist refer smuggler even huffpost said  women children rape cross border	NOT
greghand krishgm rorystewartuk would irrespons tori mps opt borisjohnsonshouldnotbepm perhap irrespons hold  threshold referendum  countryâ€™ partyâ€™ sake pls go rorystewartuk  wouldnâ€™t eton vs eton etonballiol vs etonballiol	NOT
 hðÿ˜¡ll wrong murder	OFF
arey woh independ india ka citizen hai n hold armi rank taklif kya hai dhonikeeptheglov dhonikeepstheglov dhonikesaathdesh bcci  icc  	NOT
icc see ms dhoni badg doesnt see ground cover shameonicc 	OFF
 lost polit good    momotah hatao    doctorsfightback	NOT
twitterworld sicken  dont need murder twitterworld 	NOT
freemantlepaul realdonaldtrump foxnew hurt duel citizenship sanctuari citi hide douchebag	NOT
bradkemsley cheer unblock tweet youâ€™r dickhead well ðÿ'ðÿ¼ðÿ'ðÿ¼ðÿ'ðÿ¼ dickhead	OFF
includ desir pleas parent hope obtain refuge status chanc befriend western long communiti desir spous job	NOT
sit ass  tape finger ducttap mouth  throw cage immigr  problem solv  vision  america free trump  darn woke  dem noth  fucktrump fuckgop fuckcivil impeachmentinquirynow 	OFF
  remark     trumpisatraitor trumpmustgo trumpmustresign happi johnmccainday 	NOT
realdonaldtrump poll say dont impeach unless insid head  trumpisnotabovethelaw   impeachmentinquirynow   impeachtrumpnow   impeach   trumpisatraitor   trumpisafraud   trumpistheenemyofthepeopl   trumpisanationalsecuritythreat   trumpisacrimin	OFF
realli consid choic deal deal ni backstop would parliament vote	NOT
kaitlancollin cours trumpisatraitor 	OFF
devincow davidmweissman kimegoldman follow kimegoldman block murder	OFF
what  prioriti life    modijipleaseinkokaamdo     abortionismurd indvaus ausvind indvsaus dhonikeeptheglov justicefortwinklesharma justiceforfarishta bharat freeprashantnow dhonikeepstheglov westbeng tirupati gabbarisback sachinopensagain starc	NOT
love   ill never trust poll ever    fucktrump 	NOT
least brethren nyc brooklyn bk clintonhil immigr refuge refugeeswelcom refugeesarewelcom 	NOT
 awar mani children jacob borisjohnsonshouldnotbepm	NOT
arynewsoffici paisawapiskarchor thugsofpakistan feudal  murder mrtenperc ðÿ˜‚ðÿ¤£ðÿ˜ ok an sirr e palac belong help u murder ur wife u hide bibiâ€™ ðÿ˜‹ðÿ¤” knew u well thatâ€™ kept u jail ðÿ˜‚ðÿ˜‚ðÿ¤£ðÿ¤£ bbhuttozardari bakhtawarbz aseefabz 	NOT
hey icclivecoverag icc type plan  major plan match disturb due rain   instead concentr dhonikeepstheglov guy plan proper  shame	OFF
indvaus  indian   indiawithdhoni dhonikeepstheglov indiancrickethero ausvind australia auspol   win today match     indian show powerðÿ‡®ðÿ‡³    australian show power ðÿ‡¦ðÿ‡º      hrs show team power	NOT
yesterday match ausvwi gayl got lbw ballicc icc dont time fine umpir poor umpir time say remov balidan symbol dhoni glovesðÿ˜¡ðÿ˜¡ ridicul ðÿ˜¡ dhonikeepstheglov 	NOT
tanutania pmoindia republ vidyasagar statu break cm mamataoffici reach within  hour sympathi earn vote doctor get beaten  pak muslim goon cm got time got time threaten doctor famili member doctorsfightback stand unit	NOT
msdhoni cant wear balidaan badg fine icc ultim author follow decis indian crowd watch game wear badg wave flag fir dekht hai icc kya ukhad sakta hai dhonikeepstheglov	OFF
doctorsfightback trend number  twitter    took half decad write post blogger plead doctor social media final see one moment twittervers support doctor protest violenc 	NOT
think expect crowd tori come support needi problem trump	NOT
jamesclev conserv eye job johnson cabinet clever posit thorough decent chap deflect attent johnsonâ€™ cowardic plain see borisjohnsonshouldnotbepm putrorythrough	OFF
 test theori regard mueller report serious pick page obstruct everywher republican alway say collus never obstruct truth scari gop trump trumpisatraitor	OFF
bye bye presssec  leav sink ship guess lol pleas take kellyannepol  orang cheeto go replac liar presssec  anoth liar go assum fucktrump	OFF
im stand presid speech aurangabadamethi  ghuna seat common dynastyelit lossthi beauti elect  asadowaisi	NOT
dont need special law need proper unbias enforc exist law appli proper  peopl jail deterr  doctor must win back trust peopl ensur polit support us  doctorsfightback	NOT
hang rapist without interrog trial ðÿ¤¬    justicefortwinkl  justiceforasifa 	NOT
icc chang venu semifin final    indvnz shameonicc	NOT
make sens rapist 	NOT
jab â€œbalidaanâ€ likha hi nahi hai toh unwant controversi dhonikeepstheglov drop  logo 	NOT
tajinderbagga write hardhit messag mamata banerje worldblooddonorday    doctorsprotest   doctorstrik  doctorsfightback   	NOT
trump freak worri fox news break resist resisttrump fucktrump 	NOT
holi shit guy crush  goal think got everyon back thank much fbr strongertogeth fucktrump	NOT
two stupid fuck look likebumass crackhead littl bud  gay  life see dick ride bitch   pictwittercomtjanqyqtrn	OFF
hermanmaureen funder  penceconsci adamcbest flyawayk agavecorn   cruellaisdevin hoarsewisper deadbunnyfrank mmpadellan amysiskind saltycom thank mo fucktrump impeachmenthearingsnow ðÿ'—â˜®ï¸ðÿ‡ºðÿ‡¸ðÿœšâœšenough enough 	NOT
push shire â´just get itâ´ deepli danger britain island  borisjohnsonshouldnotbepm anyon will risk econom disast uk amp ireland threat gfa  	NOT
shameonicc  see india vs pak also gone fuck icc   worst world cup seri 	OFF
etsi shop benedict donald call presid traitor shortsleev unisex tshirt  cloth shirt streetwear trump impeach treason traitor fucktrump impeachtrump 	NOT
love holi peopl still worship crimin criminalinchief dumptrump douchebag 	OFF
whitehous realdonaldtrump fucktrump  trade game workingjust like goptaxscam	NOT
realdonaldtrump enemi human trumpistheenemyofhuman trumpisanationalsecuritythreat trumpisatraitor trumpisacrimin trumpisadisgrac trumpisafraud 	OFF
 stun realiti vinod kapri adopt game come nagor collector dinesh yadav tell adopt procedur even initi till date kapri fake rescu stori take credit adopt disappear quit listen collector shameonhuman	NOT
 know good judg right wrong trump liarinchief trumpisatraitor impeachtrumpnow	OFF
your make late work scof get bed enter closetnnit sundaynnim doctor peopl live die everyday im work  spoke besid fuck think goung morn cuddl shit	OFF
pinklionheart usarmi goe show hate vile comment twitter    antiamerican left wing nut     johnmccainday   traitor    treason   murder 	NOT
jumpsuitwedgi kaitlancollin kaitlancollin sick joke vehicular homicid friend real murder  everi dime kimkardashian famili made nicol amp rongoldman bloodmoney	OFF
terrorist  wari pathan bat well abus verbal terror republ gandinaaliabus	OFF
name call work  dotarddonald liartrump derangeddonald bullytrump desperatedonald idiottrump youâ€™v got tell truth doesnâ€™t speakerpelosi isnâ€™t nervous itâ€™ call project donni itâ€™ okay youâ€™r right nervous fucktrump 	NOT
shawnglad fucktrump  especi birthday ðÿ'ðÿ¼ðÿ'ðÿ¼ðÿ'ðÿ¼ðÿ'ðÿ¼ðÿ'ðÿ¼	OFF
kathygriffin teamkathi fucktrump kathi griffin hell stori  â€¦ fathomev via fathomev	NOT
realdonaldtrump psst instal elect help foreign entiti also iregulari vote machin   votebluetosaveamerica   votebluetoendthisnightmar   trumpisatraitor	NOT
india thousand doctor strike better secur condit  india kolkata savebeng doctorsfightback doctorstrik savethedoctor savethesaviour      	OFF
let indian first last    present          cinema june      anubhavsinha manojpahwa ishatalwar sayanigupta mdzeeshanayyub kumudmishra zeestudio zeemusiccompani	NOT
win cardiff      engvban england bangladesh englandfan  dhonikeepstheglov dhonikesaathdesh indiawithdhoni wwessd  nationalfishandchipday frenchopen loveisland  riseofthetig bcb	NOT
worthyðÿ˜‡  indiastandswithdhoni dhonikeepstheglov 	NOT
molla khokla desh bhakt gandinaaliabus	OFF
sad iran abid islam law muslim know  dont want women like non muslim women allow walk without headscarv theyll soon dress skirt sex outsid marriag drink alcohol	OFF
icc  world cup  ban  ðÿ˜¡ðÿ˜¡ rain rain rain motherfuckerr icc   shift world anoth countri ban world cup  ðÿ˜¡ðÿ˜¡   shameonicc ðÿ˜¡ðÿ˜¡	OFF
pastramimachin lobster obvious smarter prestrump trumpisatraitor	NOT
idiot got respect islam respect swedish peopl long let carri disgrac nation 	OFF
aimim chief shaukat ali address press confer district jaunpur uttarpradesh   shaukataimim	NOT
â€œi salut work arm servic    thatâ€™ one reason weâ€™r today announc new offic veteransâ€™ affair look peopl serv countryâ€ â€“ pm borisjohnson scotland	NOT
libte leeniebird mysterysolv expect chin daddi doubl chin plus daughter vagina underneath face  ðÿ¤·ðÿ½â€â™€ï¸ðÿ¤¦ðÿ¾â€â™€ï¸ americasflaghump trumpisatraitor 	OFF
someon realli sent snap whilst  lorri dickhead	NOT
aynrandpaulryan raicestexa imagin end first term  consid reelect anoth  year  letâ€™ go america â€” democraci defend ðÿ‡ºðÿ‡¸ vote resisttogeth trumpisatraitor	NOT
kellyannepol leav whitehous immedi begin new job kremlin        fucktrump impeachtrumpnow	NOT
bori johnsonâ€™ appear tv tonight definit favourit  borisjohnsonshouldnotbepm borisjohnson	OFF
oh bori dickhead â€˜hue mansâ€™ dark brown african build pyramid africa creat civilis think itâ€™ fair say â€˜they high iqsâ€™ say â€˜dumb arseâ€™  propaganda wear thin wayðÿ–•ðÿ¿ðÿ¤“foh 	OFF
prime minist bori johnson reaffirm pledg employ  new polic offic next three year say uk need strong visibl polic    said govern find money salari kit  borisjohnsonpm	NOT
alabamarapist get parentalright    al politician ban abort children rape rapist must let rapist see kid        auburn huntsvill birmingham  montgomeri tuscaloosa florencesc dothan gadsen orangebeach	NOT
repbarbarale donâ€™t author legal right  shit theyâ€™r amp yet trumpisatraitor trumpisacrimin americansforimpeach indicttrump	NOT
trumpisatraitor liar   happi johnmccainday 	NOT
labourpress great parliamentari quot time borisjohnsonshouldnotbepm 	OFF
requir boycott tournament dhonikeeptheglov dhonikeepstheglov dhoni	NOT
pambrundig  drbrownoff  gretagarbl judithlosborn  nofascismmarch suzsarg pbbresist  arcanegoat irwinvet uuntrump nlfisker becpond  wendytsrq thank pam follow follow back resist  marchagainstfasc   fucktrump	NOT
realdonaldtrump presssec biggest liar donni good news youâ€™v give time leav fucksarahsand fucktrump 	OFF
pic  icc chief  pic  watch  mausam aaj tak    memeswalabanda kaamkibakwa memeswalibandii sagarcasmmufc   shameonicc 	OFF
would love seen finger broken goaway douchebag 	NOT
  hope rememb wipe blood pic taken  bloodonhishand murder	NOT
central park  show tough watch fucktrump	NOT
pretti sure crowd attende eclips â€œinaugurationâ€  realdonaldtrump  ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ trumpsworsethannixon impeachtrumpnow trumpsuck trumpisatraitor 	NOT
brightest mind walk yard harvard itâ€™ respons univers provid safe environ mind thrive leader world donâ€™t need rapist support rapist leader leader set path	OFF
think thing  alway  heâ€™ sore fucken loser hasnâ€™t fucken clue realiti viva   revolut stormtheg fucktrump 	OFF
look  sun â˜€ shine engvswi  match total conspiraci team  england choos venu rain chanc r zero come eng never face rain  cbi shud interven n investig   shameonicc 	NOT
borisjohnson busi scare join debat tonight bori handler simpli forbid     whereisbori backbori borisjohnsonshouldnotbepm 	OFF
 get lost butcher      murder 	OFF
 find real killer yet murder	NOT
alway posit messag bori breath fresh air	NOT
borisjohnsonshouldnotbepm borisjohnson still dodg everi question  clear much still hide  proven lier  wors incompet foreign secretari modern histori  architect criminali illconceiv brexit disast  erg take complet	NOT
even elect repres safe bjps jharkhand   say law  order issu 	NOT
thursday  june              trumpisatraitor     fakepresid             wearenotok trumpmustgo 	NOT
doctor said whole grain healthi satur fat beef bad realli think know doctor nnye god damn know way fuck stupid ass doctor come nutrit	OFF
pride pictur toronto pride one largest world resist resisttrump fucktrump 	NOT
stewart say  johnson got matt hancock support also mark francoi find hard see    johnson think mps support talk    toryleadership rori borisjohnsonshouldnotbepm	NOT
bjp â€˜collect garbageâ€™ say mamata banerje defect tmc leader via httweet  â€¦ banerji honest say tmc men corrupt like garbag	OFF
